Target gene	Representative transcript	Gene name	3P-seq tags + 5	Conserved sites total	Conserved 8mer sites	Conserved 7mer-m8 sites	Conserved 7mer-A1 sites	Poorly conserved sites total	Poorly conserved 8mer sites	Poorly conserved 7mer-m8 sites	Poorly conserved 7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT	Previous TargetScan publication(s)
ARX	ENST00000379044.4	aristaless related homeobox 	5	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0092	0.0653	0.3833	-0.16	-0.16	0.64	2011
SETD7	ENST00000274031.3	SET domain containing (lysine methyltransferase) 7 	76	1	0	1	0	1	1	0	0	1	hsa-miR-128-3p	0.0232	0.1592	0.8053	-0.16	-0.37	0.45	2007, 2009, 2011
LPCAT1	ENST00000283415.3	lysophosphatidylcholine acyltransferase 1 	298	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0099	0.0718	0.4575	-0.16	-0.21	0.61	2007, 2009, 2011
UPF1	ENST00000262803.5	UPF1 regulator of nonsense transcripts homolog (yeast) 	513	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0186	0.1247	0.5548	-0.16	-0.16	0.89	2007, 2009, 2011
RERE	ENST00000337907.3	arginine-glutamic acid dipeptide (RE) repeats 	199	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0143	0.0988	0.5018	-0.16	-0.16	0.72	2005, 2007, 2009, 2011
EHD3	ENST00000322054.5	EH-domain containing 3 	206	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0157	0.1074	0.5308	-0.16	-0.16	0.68	2005, 2007, 2009, 2011
ZNF800	ENST00000393313.1	zinc finger protein 800 	239	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0119	0.0828	0.4421	-0.16	-0.16	0.56	2007
E2F6	ENST00000362009.4	E2F transcription factor 6 	70	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0062	0.0451	0.2980	-0.16	-0.17	0.72	2007, 2009, 2011
FOXP2	ENST00000408937.3	forkhead box P2 	169	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0097	0.0679	0.3734	-0.16	-0.16	0.69	2005, 2007, 2009, 2011
GAD1	ENST00000358196.3	glutamate decarboxylase 1 (brain, 67kDa) 	16	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0070	0.0504	0.3243	-0.16	-0.18	0.16	2005, 2007
SERBP1	ENST00000370994.4	SERPINE1 mRNA binding protein 1 	926	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0157	0.1092	0.5803	-0.16	-0.16	0.79	2009, 2011
PLEKHM1	ENST00000430334.3	pleckstrin homology domain containing, family M (with RUN domain) member 1 	90	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0158	0.1139	0.7122	-0.16	-0.16	0.45	2011
FAM222A	ENST00000538780.1	family with sequence similarity 222, member A 	23	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0134	0.0905	0.4147	-0.16	-0.22	0.77	2007, 2009, 2011
SKOR1	ENST00000341418.5	SKI family transcriptional corepressor 1 	22	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0051	0.0368	0.2201	-0.15	-0.15	0.69	NULL
CALN1	ENST00000329008.5	calneuron 1 	5	1	0	1	0	2	0	2	0	2	hsa-miR-128-3p	0.0226	0.1614	0.9665	-0.15	-0.15	0.31	2009, 2011
C6orf211	ENST00000367294.3	chromosome 6 open reading frame 211 	65	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0138	0.0965	0.5166	-0.15	-0.18	0.57	NULL
ELOVL4	ENST00000369816.4	ELOVL fatty acid elongase 4 	129	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0079	0.0562	0.3361	-0.15	-0.16	0.18	2005, 2007, 2011
ITGA5	ENST00000293379.4	integrin, alpha 5 (fibronectin receptor, alpha polypeptide) 	5599	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0223	0.1488	0.6650	-0.15	-0.15	0.68	2005, 2007, 2009, 2011
TMEM189-UBE2V1	ENST00000341698.2	TMEM189-UBE2V1 readthrough 	1621	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0150	0.1022	0.4808	-0.15	-0.15	0.66	2007, 2009, 2007, 2009
TMEM189	ENST00000557021.1	transmembrane protein 189 	1621	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0150	0.1022	0.4808	-0.15	-0.15	0.66	2011
CCT3	ENST00000295688.3	chaperonin containing TCP1, subunit 3 (gamma) 	1885	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0038	0.0276	0.1838	-0.15	-0.15	0.14	2005, 2007
CAND1	ENST00000545606.1	cullin-associated and neddylation-dissociated 1 	1568	1	0	0	1	1	1	0	0	2	hsa-miR-128-3p	0.0129	0.0910	0.5262	-0.15	-0.51	0.79	NULL
TMEM123	ENST00000361236.3	transmembrane protein 123 	2135	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0089	0.0639	0.3820	-0.15	-0.16	0.66	2009, 2011
PPAP2B	ENST00000371250.3	phosphatidic acid phosphatase type 2B 	81	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0125	0.0888	0.5310	-0.15	-0.15	0.79	2007, 2011
MESDC1	ENST00000267984.2	mesoderm development candidate 1 	84	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0100	0.0700	0.3761	-0.15	-0.15	0.79	2005, 2007, 2009, 2011
RPS6KB1	ENST00000225577.4	ribosomal protein S6 kinase, 70kDa, polypeptide 1 	16	2	1	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0369	0.2491	1.2013	-0.15	-0.15	0.71	2005, 2007, 2009, 2011
NEURL4	ENST00000315614.7	neuralized homolog 4 (Drosophila) 	469	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0137	0.0948	0.4956	-0.15	-0.15	0.62	2007, 2009, 2011
LONRF1	ENST00000398246.3	LON peptidase N-terminal domain and ring finger 1 	36	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0105	0.0747	0.4430	-0.15	-0.15	0.57	2007
PDE10A	ENST00000366882.1	phosphodiesterase 10A 	371	1	1	0	0	2	0	1	1	1	hsa-miR-128-3p	0.0511	0.2953	1.0343	-0.15	-0.23	0.93	2011
LMBR1L	ENST00000267102.8	limb development membrane protein 1-like 	346	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0071	0.0509	0.3066	-0.15	-0.15	0.25	2007, 2009, 2011
PEAK1	ENST00000312493.4	pseudopodium-enriched atypical kinase 1 	209	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0141	0.1026	0.6838	-0.15	-0.17	0.76	2009, 2011
DYNLL2	ENST00000579991.2	dynein, light chain, LC8-type 2 	1162	2	1	0	1	1	0	1	0	7	hsa-miR-128-3p	0.0143	0.1024	0.6432	-0.15	-0.33	0.78	NULL
PNISR	ENST00000369239.5	PNN-interacting serine/arginine-rich protein 	600	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0094	0.0659	0.3602	-0.15	-0.23	0.59	2011
LCOR	ENST00000371103.3	ligand dependent nuclear receptor corepressor 	94	1	1	0	0	1	0	0	1	2	hsa-miR-128-3p	0.0366	0.2445	1.1657	-0.15	-0.17	0.85	2011
RREB1	ENST00000379938.2	ras responsive element binding protein 1 	340	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0181	0.1298	0.8057	-0.15	-0.15	0.58	2011
PDE3B	ENST00000282096.4	phosphodiesterase 3B, cGMP-inhibited 	258	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0126	0.0877	0.4705	-0.15	-0.15	0.79	2009, 2011
TRAPPC8	ENST00000283351.4	trafficking protein particle complex 8 	502	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0124	0.0862	0.4575	-0.15	-0.15	0.77	2007, 2009, 2011
SPOPL	ENST00000280098.4	speckle-type POZ protein-like 	216	1	0	1	0	0	0	0	0	3	hsa-miR-128-3p	0.0138	0.0979	0.5782	-0.15	-0.16	0.49	2005, 2007, 2009, 2011
C17orf70	ENST00000327787.8	chromosome 17 open reading frame 70 	329	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0097	0.0703	0.4520	-0.15	-0.15	0.23	2007, 2009, 2011
MAPKAPK3	ENST00000446044.1	mitogen-activated protein kinase-activated protein kinase 3 	155	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0166	0.0991	0.3137	-0.15	-0.39	0.80	2009, 2011
HOXC6	ENST00000243108.4	homeobox C6 	63	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0040	0.0290	0.1808	-0.15	-0.15	0.59	2005, 2007, 2009, 2011
KCNAB1	ENST00000302490.8	potassium voltage-gated channel, shaker-related subfamily, beta member 1 	5	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0129	0.0918	0.5457	-0.15	-0.15	0.40	2005, 2007, 2009, 2011
MAP4K5	ENST00000013125.4	mitogen-activated protein kinase kinase kinase kinase 5 	634	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0150	0.1040	0.5368	-0.15	-0.15	0.39	2005, 2007, 2009, 2011
CTDSPL2	ENST00000260327.4	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 	457	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0083	0.0581	0.3120	-0.15	-0.15	0.35	2007
PARD6B	ENST00000371610.2	par-6 family cell polarity regulator beta 	277	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0159	0.1088	0.5256	-0.15	-0.15	0.78	2007, 2009, 2011
APPBP2	ENST00000083182.3	amyloid beta precursor protein (cytoplasmic tail) binding protein 2 	907	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0169	0.1150	0.5525	-0.15	-0.15	0.78	2007, 2009, 2011
ABCA1	ENST00000374736.3	ATP-binding cassette, sub-family A (ABC1), member 1 	184	2	1	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0338	0.2321	1.1925	-0.15	-0.15	0.63	2007, 2009, 2011
SORL1	ENST00000260197.7	sortilin-related receptor, L(DLR class) A repeats containing 	40	3	1	1	1	1	0	1	0	0	hsa-miR-128-3p	0.0384	0.2667	1.4064	-0.15	-0.17	0.93	2011
DMBX1	ENST00000360032.3	diencephalon/mesencephalon homeobox 1 	31	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0139	0.0955	0.4723	-0.15	-0.18	0.63	NULL
ZMYM4	ENST00000314607.6	zinc finger, MYM-type 4 	280	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0149	0.1044	0.5856	-0.15	-0.17	0.72	2009
PAIP2B	ENST00000244221.8	poly(A) binding protein interacting protein 2B 	42	1	0	0	1	2	0	1	1	2	hsa-miR-128-3p	0.0088	0.0626	0.3630	-0.15	-0.21	0.71	2009, 2011
TRIM67	ENST00000444294.3	tripartite motif containing 67 	41	1	0	1	0	2	1	1	0	2	hsa-miR-128-3p	0.0227	0.1567	0.7990	-0.15	-0.22	0.47	2009, 2011
GDF6	ENST00000287020.5	growth differentiation factor 6 	14	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0140	0.0988	0.5567	-0.15	-0.15	0.75	2009, 2011
PRPF19	ENST00000227524.4	pre-mRNA processing factor 19 	1583	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0076	0.0550	0.3540	-0.15	-0.15	0.60	2009, 2011
TXNIP	ENST00000369317.4	thioredoxin interacting protein 	11	2	1	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0121	0.0831	0.4315	-0.15	-0.34	0.42	2011
MAP3K4	ENST00000366919.2	mitogen-activated protein kinase kinase kinase 4 	241	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0072	0.0512	0.3037	-0.14	-0.14	0.57	NULL
ARHGAP21	ENST00000396432.2	Rho GTPase activating protein 21 	10	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0093	0.0657	0.3775	-0.14	-0.14	< 0.1	2005, 2007
LANCL3	ENST00000378621.3	LanC lantibiotic synthetase component C-like 3 (bacterial) 	15	1	1	0	0	1	0	1	0	2	hsa-miR-128-3p	0.0147	0.0995	0.5037	-0.14	-0.34	0.90	2009, 2011
RUFY3	ENST00000381006.3	RUN and FYVE domain containing 3 	162	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0100	0.0695	0.3649	-0.14	-0.17	0.56	2011
PCDH9	ENST00000377861.3	protocadherin 9 	102	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0084	0.0602	0.3738	-0.14	-0.15	0.54	NULL
CSRNP1	ENST00000273153.5	cysteine-serine-rich nuclear protein 1 	544	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0070	0.0508	0.3300	-0.14	-0.14	0.71	2007, 2009, 2011
EYA1	ENST00000388742.4	eyes absent homolog 1 (Drosophila) 	222	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0161	0.1101	0.5331	-0.14	-0.14	0.51	2007
GRAMD2	ENST00000309731.7	GRAM domain containing 2 	5	1	0	1	0	2	0	2	0	0	hsa-miR-128-3p	0.0175	0.1244	0.7329	-0.14	-0.14	0.19	2009, 2011
PIK3R1	ENST00000521381.1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha) 	217	1	0	1	0	1	0	1	0	3	hsa-miR-128-3p	0.0130	0.0935	0.5830	-0.14	-0.14	0.37	2007, 2009, 2011
CCNY	ENST00000374706.1	cyclin Y 	672	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0103	0.0721	0.3991	-0.14	-0.16	0.69	2011
PAPSS2	ENST00000361175.4	3'-phosphoadenosine 5'-phosphosulfate synthase 2 	874	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0123	0.0854	0.4524	-0.14	-0.21	0.66	NULL
TNIK	ENST00000436636.2	TRAF2 and NCK interacting kinase 	106	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0127	0.0887	0.4801	-0.14	-0.16	0.74	NULL
GSPT2	ENST00000340438.4	G1 to S phase transition 2 	97	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0064	0.0459	0.2732	-0.14	-0.14	0.52	2011
FBXO21	ENST00000427718.2	F-box protein 21 	1035	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0078	0.0565	0.3625	-0.14	-0.14	0.47	2009, 2011
CPEB3	ENST00000412050.4	cytoplasmic polyadenylation element binding protein 3 	48	2	0	0	2	0	0	0	0	0	hsa-miR-128-3p	0.0155	0.1098	0.6354	-0.14	-0.17	0.86	2005, 2007, 2009, 2011
SATB2	ENST00000417098.1	SATB homeobox 2 	820	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0107	0.0747	0.3916	-0.14	-0.14	0.65	2007, 2009, 2011
TMEM110	ENST00000355083.5	transmembrane protein 110 	306	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0200	0.1357	0.6586	-0.14	-0.14	0.61	2007, 2011
MGAT4B	ENST00000337755.5	mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme B 	533	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0064	0.0459	0.2899	-0.14	-0.14	0.21	2005, 2007, 2009, 2011
PRICKLE1	ENST00000455697.1	prickle homolog 1 (Drosophila) 	146	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0087	0.0624	0.3908	-0.14	-0.14	< 0.1	NULL
WSB1	ENST00000262394.2	WD repeat and SOCS box containing 1 	175	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0094	0.0653	0.3516	-0.14	-0.24	0.60	2007, 2009, 2011
LYSMD3	ENST00000509384.1	LysM, putative peptidoglycan-binding, domain containing 3 	92	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0077	0.0541	0.2971	-0.14	-0.15	0.56	2011
SRL	ENST00000399609.3	sarcalumenin 	5	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0154	0.1089	0.6246	-0.14	-0.14	0.78	2009, 2011
CCNJ	ENST00000265992.5	cyclin J 	5	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0130	0.0915	0.5062	-0.14	-0.14	0.73	2007, 2009, 2011
HLX	ENST00000366903.6	H2.0-like homeobox 	28	1	0	0	1	1	0	0	1	0	hsa-miR-128-3p	0.0027	0.0198	0.1318	-0.14	-0.23	0.69	2007, 2009, 2011
SLC35F1	ENST00000360388.4	solute carrier family 35, member F1 	56	1	0	0	1	0	0	0	0	3	hsa-miR-128-3p	0.0179	0.1263	0.7129	-0.14	-0.14	0.61	2007, 2009, 2011
ZNF24	ENST00000589881.1	zinc finger protein 24 	1796	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0183	0.1315	0.8031	-0.14	-0.14	0.47	2007, 2009, 2011
CHST1	ENST00000308064.2	carbohydrate (keratan sulfate Gal-6) sulfotransferase 1 	5	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0057	0.0412	0.2669	-0.14	-0.14	0.76	2005, 2007, 2011
MPP2	ENST00000377184.3	membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2) 	78	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0237	0.1586	0.7371	-0.14	-0.15	0.70	2005, 2007, 2009, 2011
ARHGAP19-SLIT1	ENST00000453547.2	ARHGAP19-SLIT1 readthrough (NMD candidate) 	15	1	1	0	0	7	0	3	4	2	hsa-miR-128-3p	0.0354	0.2552	1.6194	-0.14	-0.14	< 0.1	NULL
ELFN2	ENST00000402918.2	extracellular leucine-rich repeat and fibronectin type III domain containing 2 	22	1	0	0	1	1	1	0	0	1	hsa-miR-128-3p	0.0192	0.1334	0.7098	-0.14	-0.16	0.78	2007, 2009, 2011
NF1	ENST00000358273.4	neurofibromin 1 	161	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0511	0.2920	0.8632	-0.14	-0.14	0.64	2011
ARHGEF37	ENST00000333677.6	Rho guanine nucleotide exchange factor (GEF) 37 	5	1	0	1	0	1	0	0	1	2	hsa-miR-128-3p	0.0138	0.0998	0.6529	-0.14	-0.14	0.42	2009, 2011
LPPR5	ENST00000370188.3	Lipid phosphate phosphatase-related protein type 5  	23	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0047	0.0341	0.2170	-0.14	-0.18	0.60	2011
MNT	ENST00000174618.4	MNT, MAX dimerization protein 	146	1	0	1	0	1	1	0	0	0	hsa-miR-128-3p	0.0195	0.1369	0.7500	-0.14	-0.14	0.37	2005, 2007, 2009, 2011
GPR75	ENST00000394705.2	G protein-coupled receptor 75 	35	1	0	0	1	2	0	1	1	1	hsa-miR-128-3p	0.0225	0.1584	0.8812	-0.14	-0.16	0.75	NULL
PHF20	ENST00000439301.1	PHD finger protein 20 	191	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0135	0.0977	0.6176	-0.14	-0.24	0.32	2007, 2009, 2011
PRELID2	ENST00000334744.4	PRELI domain containing 2 	63	1	1	0	0	2	0	1	1	2	hsa-miR-128-3p	0.0202	0.1427	0.8215	-0.14	-0.19	0.24	NULL
PURA	ENST00000331327.3	purine-rich element binding protein A 	367	1	0	0	1	0	0	0	0	2	hsa-miR-128-3p	0.0114	0.0827	0.5407	-0.14	-0.23	0.53	NULL
SURF4	ENST00000545297.1	surfeit 4 	3667	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0076	0.0544	0.3323	-0.14	-0.15	0.74	2009, 2011
EPB41L2	ENST00000531410.1	erythrocyte membrane protein band 4.1-like 2 	353	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0064	0.0465	0.2989	-0.14	-0.14	0.17	NULL
B3GNT7	ENST00000287590.5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 	5	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0150	0.1032	0.5083	-0.14	-0.14	0.78	2011
NPTX1	ENST00000306773.4	neuronal pentraxin I 	1876	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0177	0.1194	0.5452	-0.14	-0.14	0.55	2005, 2007, 2009, 2011
GHR	ENST00000230882.4	growth hormone receptor 	102	1	0	1	0	2	0	0	2	0	hsa-miR-128-3p	0.0086	0.0607	0.3436	-0.14	-0.16	0.55	NULL
TCF4	ENST00000354452.3	transcription factor 4 	394	2	0	2	0	0	0	0	0	3	hsa-miR-128-3p	0.0204	0.1442	0.8323	-0.14	-0.15	0.75	2009, 2011
MGAT1	ENST00000333055.3	mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase 	831	1	0	1	0	2	0	2	0	1	hsa-miR-128-3p	0.0176	0.1174	0.5105	-0.14	-0.17	0.78	2005, 2007, 2009, 2011
SRSF1	ENST00000258962.4	serine/arginine-rich splicing factor 1 	1430	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0058	0.0413	0.2403	-0.14	-0.15	0.71	2005, 2007, 2009, 2011
PLAG1	ENST00000316981.3	pleiomorphic adenoma gene 1 	58	1	0	0	1	1	0	1	0	0	hsa-miR-128-3p	0.0156	0.1122	0.6883	-0.14	-0.17	0.69	2005, 2007, 2009, 2011
RALGAPA2	ENST00000202677.7	Ral GTPase activating protein, alpha subunit 2 (catalytic) 	24	2	0	0	2	0	0	0	0	1	hsa-miR-128-3p	0.0238	0.1640	0.8289	-0.14	-0.17	0.84	2011
FBRSL1	ENST00000434748.2	fibrosin-like 1 	778	1	1	0	0	0	0	0	0	0	hsa-miR-128-3p	0.0132	0.0898	0.4217	-0.14	-0.14	0.90	2011
KIAA1109	ENST00000388738.3	KIAA1109 	591	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0173	0.1210	0.6619	-0.14	-0.14	0.67	2009, 2011
MBTD1	ENST00000586178.1	mbt domain containing 1 	113	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0153	0.1053	0.5374	-0.14	-0.14	0.65	2011
CHIC1	ENST00000373504.6	cysteine-rich hydrophobic domain 1 	16	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0154	0.1102	0.6561	-0.14	-0.14	0.54	2011
REEP2	ENST00000254901.5	receptor accessory protein 2 	606	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0045	0.0320	0.1965	-0.14	-0.14	0.12	NULL
TAF5L	ENST00000366676.1	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa 	5	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0086	0.0616	0.3695	-0.13	-0.13	0.69	2011
IPO7	ENST00000379719.3	importin 7 	1331	1	0	1	0	0	0	0	0	0	hsa-miR-128-3p	0.0141	0.0972	0.4946	-0.13	-0.13	0.56	2005, 2007, 2011
CCNK	ENST00000389879.5	cyclin K 	1777	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0125	0.0835	0.3656	-0.13	-0.25	0.78	2005, 2007, 2009, 2011
PRR12	ENST00000418929.2	proline rich 12 	95	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0072	0.0501	0.2612	-0.13	-0.28	0.85	2009, 2011
VAT1L	ENST00000302536.2	vesicle amine transport 1-like 	123	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0099	0.0717	0.4595	-0.13	-0.13	0.71	2009, 2011
TBC1D22B	ENST00000373491.3	TBC1 domain family, member 22B 	127	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0090	0.0653	0.4255	-0.13	-0.13	0.70	2005, 2007, 2009, 2011
MFHAS1	ENST00000276282.6	malignant fibrous histiocytoma amplified sequence 1 	130	1	0	0	1	0	0	0	0	1	hsa-miR-128-3p	0.0084	0.0602	0.3650	-0.13	-0.13	0.67	2007, 2009, 2011
NRK	ENST00000243300.9	Nik related kinase 	5	2	0	0	2	0	0	0	0	1	hsa-miR-128-3p	0.0205	0.1442	0.7898	-0.13	-0.13	0.89	2005, 2007, 2009, 2011
ITGA2	ENST00000296585.5	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) 	50	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0119	0.0848	0.4935	-0.13	-0.13	0.63	2007, 2009, 2011
NFIA	ENST00000403491.3	nuclear factor I/A 	5	2	0	1	1	0	0	0	0	3	hsa-miR-128-3p	0.0217	0.1538	0.8927	-0.13	-0.13	0.86	2011
HIVEP3	ENST00000372583.1	human immunodeficiency virus type I enhancer binding protein 3 	84	1	0	0	1	1	0	1	0	1	hsa-miR-128-3p	0.0187	0.1321	0.7596	-0.13	-0.13	0.79	NULL
RSBN1	ENST00000261441.5	round spermatid basic protein 1 	54	1	0	1	0	1	0	1	0	0	hsa-miR-128-3p	0.0181	0.1277	0.7072	-0.13	-0.13	0.32	2005, 2007, 2009, 2011
NETO2	ENST00000562435.1	neuropilin (NRP) and tolloid (TLL)-like 2 	723	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0091	0.0645	0.3747	-0.13	-0.21	0.21	NULL
KCNJ3	ENST00000295101.2	potassium inwardly-rectifying channel, subfamily J, member 3 	21	1	1	0	0	0	0	0	0	1	hsa-miR-128-3p	0.0467	0.2724	0.8371	-0.13	-0.13	0.74	NULL
PDS5B	ENST00000315596.10	PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) 	1493	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0147	0.1023	0.5463	-0.13	-0.13	0.64	2007, 2009, 2011
PMF1-BGLAP	ENST00000490491.1	PMF1-BGLAP readthrough 	82	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0016	0.0114	0.0795	-0.13	-0.13	< 0.1	NULL
CDYL2	ENST00000570137.2	chromodomain protein, Y-like 2 	239	1	0	1	0	0	0	0	0	2	hsa-miR-128-3p	0.0138	0.0985	0.5840	-0.13	-0.17	0.31	NULL
DOCK11	ENST00000276204.6	dedicator of cytokinesis 11 	40	2	1	1	0	2	0	2	0	0	hsa-miR-128-3p	0.0212	0.1418	0.6615	-0.13	-0.24	0.93	2011
SIRT1	ENST00000212015.6	sirtuin 1 	220	1	0	1	0	0	0	0	0	1	hsa-miR-128-3p	0.0166	0.1160	0.6291	-0.13	-0.14	0.34	2005, 2007, 2009, 2011
CDK18	ENST00000360066.2	cyclin-dependent kinase 18 	262	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0094	0.0667	0.3865	-0.13	-0.13	0.75	2007, 2009, 2011
CLCN3	ENST00000513761.1	chloride channel, voltage-sensitive 3 	1142	2	0	0	2	0	0	0	0	0	hsa-miR-128-3p	0.0089	0.0629	0.3490	-0.13	-0.22	0.92	2005, 2007
CREBRF	ENST00000540014.1	CREB3 regulatory factor 	24	1	0	0	1	1	0	0	1	1	hsa-miR-128-3p	0.0164	0.1180	0.7402	-0.13	-0.13	0.68	2007, 2009, 2011
LYPD3	ENST00000244333.3	LY6/PLAUR domain containing 3 	13	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0035	0.0257	0.1731	-0.13	-0.13	0.63	2007, 2009, 2011
FKBP14	ENST00000222803.5	FK506 binding protein 14, 22 kDa 	939	1	0	0	1	0	0	0	0	0	hsa-miR-128-3p	0.0095	0.0684	0.4166	-0.13	-0.17	0.64	NULL
