Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
D2HGDH	ENST00000321264.4	D-2-hydroxyglutarate dehydrogenase 	417	1	0	1	0	0	hsa-miR-1292-5p				-0.11	-0.11	N/A
MAML2	ENST00000524717.1	mastermind-like 2 (Drosophila) 	104	1	0	0	1	0	hsa-miR-1292-5p				-0.11	-0.11	N/A
SLC25A53	ENST00000357421.4	solute carrier family 25, member 53 	15	1	0	0	1	0	hsa-miR-1292-5p				-0.11	-0.11	N/A
CCDC69	ENST00000355417.2	coiled-coil domain containing 69 	22	1	0	0	1	0	hsa-miR-1292-5p				-0.11	-0.12	N/A
FAM124A	ENST00000322475.8	family with sequence similarity 124A 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.11	-0.11	N/A
MYPN	ENST00000358913.5	myopalladin 	73	2	0	0	2	2	hsa-miR-1292-5p				-0.11	-0.14	N/A
ESYT3	ENST00000389567.4	extended synaptotagmin-like protein 3 	17	1	0	0	1	0	hsa-miR-1292-5p				-0.11	-0.18	N/A
COL8A1	ENST00000261037.3	collagen, type VIII, alpha 1 	601	1	0	0	1	1	hsa-miR-1292-5p				-0.11	-0.12	N/A
ZNF724P	ENST00000418100.1	zinc finger protein 724, pseudogene 	128	1	0	0	1	0	hsa-miR-1292-5p				-0.11	-0.11	N/A
IRAK3	ENST00000261233.4	interleukin-1 receptor-associated kinase 3 	13	2	0	0	2	2	hsa-miR-1292-5p				-0.11	-0.22	N/A
NLGN2	ENST00000302926.2	neuroligin 2 	20	1	0	1	0	2	hsa-miR-1292-5p				-0.11	-0.19	N/A
SLC7A6OS	ENST00000263997.6	solute carrier family 7, member 6 opposite strand 	751	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
ZNF12	ENST00000404360.1	zinc finger protein 12 	304	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
MX1	ENST00000398600.2	myxovirus (influenza virus) resistance 1, interferon-inducible protein p78 (mouse) 	24	1	0	1	0	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
KIAA1045	ENST00000242315.3	KIAA1045 	42	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.12	N/A
DAGLA	ENST00000257215.5	diacylglycerol lipase, alpha 	1262	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.10	N/A
BTBD2	ENST00000255608.4	BTB (POZ) domain containing 2 	77	1	1	0	0	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
TUB	ENST00000305253.4	tubby bipartite transcription factor 	743	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.10	N/A
MAMDC4	ENST00000317446.2	MAM domain containing 4 	377	1	0	1	0	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
ZNF286A	ENST00000395894.2	Zinc finger protein 286A  	19	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
C3orf72	ENST00000383165.3	chromosome 3 open reading frame 72 	11	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
VCL	ENST00000372755.3	vinculin 	189	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.15	N/A
C2orf82	ENST00000409533.1	chromosome 2 open reading frame 82 	72	1	1	0	0	0	hsa-miR-1292-5p				-0.10	-0.44	N/A
CILP2	ENST00000586018.1	cartilage intermediate layer protein 2 	19	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
CNTN1	ENST00000551295.2	contactin 1 	40	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
HS6ST1	ENST00000259241.6	heparan sulfate 6-O-sulfotransferase 1 	22	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
APCDD1L	ENST00000371149.3	adenomatosis polyposis coli down-regulated 1-like 	21	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.10	N/A
DOK6	ENST00000382713.5	docking protein 6 	8	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
PROSER2	ENST00000277570.5	proline and serine-rich protein 2 	61	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.13	N/A
ASB13	ENST00000357700.6	ankyrin repeat and SOCS box containing 13 	1578	1	0	1	0	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
ZNF747	ENST00000395094.3	zinc finger protein 747 	101	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
C3orf27	ENST00000356020.2	chromosome 3 open reading frame 27 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
NFATC4	ENST00000413692.2	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 4 	73	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
APH1B	ENST00000261879.5	APH1B gamma secretase subunit 	223	3	0	1	2	0	hsa-miR-1292-5p				-0.10	-0.54	N/A
VPS39	ENST00000318006.5	vacuolar protein sorting 39 homolog (S. cerevisiae) 	165	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.12	N/A
ATP6AP1	ENST00000369762.2	ATPase, H+ transporting, lysosomal accessory protein 1 	2095	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.11	N/A
SYS1	ENST00000243918.5	SYS1 Golgi-localized integral membrane protein homolog (S. cerevisiae) 	384	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.12	N/A
STRIP1	ENST00000369795.3	striatin interacting protein 1 	114	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.12	N/A
RLIM	ENST00000332687.6	ring finger protein, LIM domain interacting 	662	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
CCNJL	ENST00000393977.3	cyclin J-like 	66	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.18	N/A
SPTLC3	ENST00000399002.2	serine palmitoyltransferase, long chain base subunit 3 	24	2	0	0	2	0	hsa-miR-1292-5p				-0.10	-0.23	N/A
ARHGEF37	ENST00000333677.6	Rho guanine nucleotide exchange factor (GEF) 37 	5	2	0	0	2	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
SIAH3	ENST00000400405.2	siah E3 ubiquitin protein ligase family member 3 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
FUT1	ENST00000310160.3	fucosyltransferase 1 (galactoside 2-alpha-L-fucosyltransferase, H blood group) 	17	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
TLR4	ENST00000355622.6	toll-like receptor 4 	47	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.10	N/A
LDOC1L	ENST00000341255.3	leucine zipper, down-regulated in cancer 1-like 	348	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.10	N/A
PCSK5	ENST00000376752.4	proprotein convertase subtilisin/kexin type 5 	68	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
FAM107B	ENST00000378470.1	family with sequence similarity 107, member B 	403	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.12	N/A
GRIN2B	ENST00000609686.1	glutamate receptor, ionotropic, N-methyl D-aspartate 2B 	5	3	0	0	3	3	hsa-miR-1292-5p				-0.10	-0.10	N/A
TTC30B	ENST00000408939.3	tetratricopeptide repeat domain 30B 	63	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.12	N/A
SERINC5	ENST00000512721.1	serine incorporator 5 	175	1	0	1	0	1	hsa-miR-1292-5p				-0.10	-0.11	N/A
MAK	ENST00000313243.2	male germ cell-associated kinase 	7	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.15	N/A
ABLIM1	ENST00000392952.3	actin binding LIM protein 1 	1321	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.10	N/A
SFT2D3	ENST00000310981.4	SFT2 domain containing 3 	313	1	0	1	0	1	hsa-miR-1292-5p				-0.10	-0.29	N/A
ABI2	ENST00000295851.5	abl-interactor 2 	877	4	0	0	4	0	hsa-miR-1292-5p				-0.10	-0.39	N/A
MAP1A	ENST00000382031.1	microtubule-associated protein 1A 	223	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
COX15	ENST00000016171.5	cytochrome c oxidase assembly homolog 15 (yeast) 	984	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.12	N/A
FAM219B	ENST00000357635.5	family with sequence similarity 219, member B 	270	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.11	N/A
C6orf136	ENST00000376473.5	chromosome 6 open reading frame 136 	307	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.32	N/A
SPHKAP	ENST00000392056.3	SPHK1 interactor, AKAP domain containing 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
FAM167B	ENST00000373582.3	family with sequence similarity 167, member B 	15	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.33	N/A
ZFAND3	ENST00000287218.4	zinc finger, AN1-type domain 3 	86	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.16	N/A
ITPRIPL1	ENST00000536814.1	inositol 1,4,5-trisphosphate receptor interacting protein-like 1 	131	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.13	N/A
KRTAP5-6	ENST00000382160.1	keratin associated protein 5-6 	10	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.20	N/A
NCR3LG1	ENST00000338965.4	natural killer cell cytotoxicity receptor 3 ligand 1 	214	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.10	N/A
NDRG3	ENST00000373803.2	NDRG family member 3 	960	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.11	N/A
PEX5L	ENST00000467460.1	peroxisomal biogenesis factor 5-like 	5	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.10	N/A
ADAR	ENST00000292205.5	adenosine deaminase, RNA-specific 	633	2	0	0	2	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
BEND2	ENST00000380033.4	BEN domain containing 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
ZBTB18	ENST00000358704.4	zinc finger and BTB domain containing 18 	935	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
LRRC14	ENST00000292524.1	leucine rich repeat containing 14 	469	2	0	1	1	1	hsa-miR-1292-5p				-0.10	-0.17	N/A
ZNF710	ENST00000268154.4	zinc finger protein 710 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
XPNPEP2	ENST00000371106.3	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
SCIMP	ENST00000574081.1	SLP adaptor and CSK interacting membrane protein 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
HAS3	ENST00000306560.1	hyaluronan synthase 3 	15	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
PER3	ENST00000377532.3	period circadian clock 3 	16	1	0	1	0	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
P4HTM	ENST00000383729.4	prolyl 4-hydroxylase, transmembrane (endoplasmic reticulum) 	113	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
SMEK2	ENST00000272313.5	SMEK homolog 2, suppressor of mek1 (Dictyostelium) 	342	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
SLC26A2	ENST00000286298.4	solute carrier family 26 (anion exchanger), member 2 	748	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
ZBTB17	ENST00000375743.4	zinc finger and BTB domain containing 17 	136	2	0	0	2	1	hsa-miR-1292-5p				-0.10	-0.29	N/A
XRN1	ENST00000264951.4	5'-3' exoribonuclease 1 	612	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
MGRN1	ENST00000415496.1	mahogunin ring finger 1, E3 ubiquitin protein ligase 	2337	2	0	1	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
DAND5	ENST00000585548.1	DAN domain family member 5, BMP antagonist 	11	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.19	N/A
ZNF287	ENST00000395824.1	zinc finger protein 287 	14	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.16	N/A
GMFB	ENST00000554908.1	glia maturation factor, beta 	15	2	0	0	2	1	hsa-miR-1292-5p				-0.10	-0.31	N/A
PIWIL2	ENST00000356766.6	piwi-like RNA-mediated gene silencing 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
ZBED3	ENST00000255198.2	zinc finger, BED-type containing 3 	399	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.10	N/A
CYB561D1	ENST00000496961.1	cytochrome b561 family, member D1 	105	1	0	0	1	3	hsa-miR-1292-5p				-0.10	-0.10	N/A
ZC3H12D	ENST00000416573.2	zinc finger CCCH-type containing 12D 	13	1	0	1	0	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
CDC14B	ENST00000265659.2	cell division cycle 14B 	2	1	1	0	0	4	hsa-miR-1292-5p				-0.10	-0.10	N/A
COL27A1	ENST00000356083.3	collagen, type XXVII, alpha 1 	620	1	0	1	0	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
DSTYK	ENST00000367160.4	dual serine/threonine and tyrosine protein kinase 	256	2	0	0	2	2	hsa-miR-1292-5p				-0.10	-0.10	N/A
CBS	ENST00000398158.1	cystathionine-beta-synthase 	39	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.13	N/A
TOR1B	ENST00000259339.2	torsin family 1, member B (torsin B) 	222	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.12	N/A
EPG5	ENST00000282041.5	ectopic P-granules autophagy protein 5 homolog (C. elegans) 	269	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.10	N/A
SAMD5	ENST00000367474.1	sterile alpha motif domain containing 5 	28	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.10	N/A
ITGA2	ENST00000296585.5	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) 	50	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
CYP26B1	ENST00000001146.2	cytochrome P450, family 26, subfamily B, polypeptide 1 	1315	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
SLC27A4	ENST00000300456.4	solute carrier family 27 (fatty acid transporter), member 4 	523	2	0	0	2	0	hsa-miR-1292-5p				-0.10	-0.18	N/A
PHACTR1	ENST00000379350.1	phosphatase and actin regulator 1 	5	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.10	N/A
NEK6	ENST00000373603.1	NIMA-related kinase 6 	3449	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.24	N/A
OTP	ENST00000306422.3	orthopedia homeobox 	9	1	1	0	0	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
SNX9	ENST00000392185.3	sorting nexin 9 	210	1	0	1	0	0	hsa-miR-1292-5p				-0.10	-0.15	N/A
MAT2A	ENST00000306434.3	methionine adenosyltransferase II, alpha 	8	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.16	N/A
PBX1	ENST00000367897.1	pre-B-cell leukemia homeobox 1 	18	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.13	N/A
OXTR	ENST00000316793.3	oxytocin receptor 	24	2	0	0	2	0	hsa-miR-1292-5p				-0.10	-0.13	N/A
SH3PXD2A	ENST00000369774.4	SH3 and PX domains 2A 	152	2	0	0	2	3	hsa-miR-1292-5p				-0.10	-0.10	N/A
VPS26B	ENST00000281187.5	vacuolar protein sorting 26 homolog B (S. pombe) 	1236	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.10	N/A
DNAH10OS	ENST00000514254.2	dynein, axonemal, heavy chain 10 opposite strand 	89	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
CYTH2	ENST00000427476.1	cytohesin 2 	383	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.22	N/A
TNFAIP3	ENST00000237289.4	tumor necrosis factor, alpha-induced protein 3 	150	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
ADPRH	ENST00000478399.1	ADP-ribosylarginine hydrolase 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
ZBTB43	ENST00000449886.1	zinc finger and BTB domain containing 43 	396	1	0	0	1	1	hsa-miR-1292-5p				-0.10	-0.10	N/A
C17orf102	ENST00000357754.1	chromosome 17 open reading frame 102 	5	1	0	0	1	2	hsa-miR-1292-5p				-0.10	-0.10	N/A
CORO7	ENST00000251166.4	coronin 7 	113	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
ZNF24	ENST00000589881.1	zinc finger protein 24 	1796	1	0	0	1	0	hsa-miR-1292-5p				-0.10	-0.10	N/A
VPS53	ENST00000437048.2	vacuolar protein sorting 53 homolog (S. cerevisiae) 	1332	2	1	1	0	2	hsa-miR-1292-5p				-0.09	-0.17	N/A
QKI	ENST00000392127.2	QKI, KH domain containing, RNA binding 	323	1	0	0	1	2	hsa-miR-1292-5p				-0.09	-0.10	N/A
APAF1	ENST00000333991.1	apoptotic peptidase activating factor 1 	23	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.11	N/A
CCDC97	ENST00000269967.3	coiled-coil domain containing 97 	85	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.14	N/A
CPN2	ENST00000323830.3	carboxypeptidase N, polypeptide 2 	8	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
PARVG	ENST00000444313.3	parvin, gamma 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.09	N/A
TSPEAR	ENST00000323084.4	thrombospondin-type laminin G domain and EAR repeats 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
TPCN1	ENST00000335509.6	two pore segment channel 1 	401	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
CDH4	ENST00000360469.5	cadherin 4, type 1, R-cadherin (retinal) 	33	1	0	0	1	2	hsa-miR-1292-5p				-0.09	-0.09	N/A
CNR1	ENST00000362094.5	cannabinoid receptor 1 (brain) 	40	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.13	N/A
ACSS2	ENST00000336325.4	acyl-CoA synthetase short-chain family member 2 	4548	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
PLAG1	ENST00000316981.3	pleiomorphic adenoma gene 1 	58	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.10	N/A
NOL12	ENST00000359114.4	nucleolar protein 12 	536	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.13	N/A
DUSP28	ENST00000405954.1	dual specificity phosphatase 28 	84	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.12	N/A
CASC5	ENST00000346991.5	cancer susceptibility candidate 5 	144	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.10	N/A
GOLGA8F	ENST00000526619.2	golgin A8 family, member F 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
KRT80	ENST00000313234.5	keratin 80 	617	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
GPC4	ENST00000370828.3	glypican 4 	542	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.12	N/A
C17orf51	ENST00000391411.5	chromosome 17 open reading frame 51 	464	3	0	1	2	1	hsa-miR-1292-5p				-0.09	-0.15	N/A
CASP2	ENST00000310447.5	caspase 2, apoptosis-related cysteine peptidase 	274	1	0	1	0	0	hsa-miR-1292-5p				-0.09	-0.10	N/A
HES4	ENST00000428771.2	hairy and enhancer of split 4 (Drosophila) 	51	1	0	1	0	0	hsa-miR-1292-5p				-0.09	-0.12	N/A
ZSCAN2	ENST00000541040.1	zinc finger and SCAN domain containing 2 	125	1	0	0	1	2	hsa-miR-1292-5p				-0.09	-0.19	N/A
RRAGD	ENST00000369415.4	Ras-related GTP binding D 	644	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.15	N/A
FBN2	ENST00000262464.4	fibrillin 2 	167	1	0	1	0	0	hsa-miR-1292-5p				-0.09	-0.10	N/A
ZNF112	ENST00000354340.4	zinc finger protein 112 	20	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
KIAA1644	ENST00000381176.4	KIAA1644 	10	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.19	N/A
RNF165	ENST00000269439.7	ring finger protein 165 	18	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.09	N/A
CCL22	ENST00000219235.4	chemokine (C-C motif) ligand 22 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
MAPT	ENST00000344290.5	microtubule-associated protein tau 	11	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.09	N/A
CHST11	ENST00000549260.1	carbohydrate (chondroitin 4) sulfotransferase 11 	686	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.11	N/A
UBE2QL1	ENST00000399816.3	ubiquitin-conjugating enzyme E2Q family-like 1 	10	2	1	0	1	0	hsa-miR-1292-5p				-0.09	-0.36	N/A
ZBTB16	ENST00000335953.4	zinc finger and BTB domain containing 16 	73	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.10	N/A
VEGFA	ENST00000417285.2	vascular endothelial growth factor A 	907	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
ATXN7L1	ENST00000419735.3	ataxin 7-like 1 	67	1	0	1	0	1	hsa-miR-1292-5p				-0.09	-0.09	N/A
LRRC55	ENST00000497933.1	leucine rich repeat containing 55 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
SPNS2	ENST00000329078.3	spinster homolog 2 (Drosophila) 	7	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
ZNF445	ENST00000425708.2	zinc finger protein 445 	370	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
NUDT5	ENST00000491614.1	nudix (nucleoside diphosphate linked moiety X)-type motif 5 	808	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
EIF4EBP2	ENST00000373218.4	eukaryotic translation initiation factor 4E binding protein 2 	690	1	0	0	1	2	hsa-miR-1292-5p				-0.09	-0.12	N/A
BMPR2	ENST00000374574.2	bone morphogenetic protein receptor, type II (serine/threonine kinase) 	287	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.17	N/A
MCM7	ENST00000343023.6	minichromosome maintenance complex component 7 	980	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.29	N/A
DPH2	ENST00000255108.3	DPH2 homolog (S. cerevisiae) 	209	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.16	N/A
CPLX2	ENST00000359546.4	complexin 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
TMEM106A	ENST00000331615.3	transmembrane protein 106A 	22	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
RAP1GAP2	ENST00000254695.8	RAP1 GTPase activating protein 2 	123	1	0	0	1	2	hsa-miR-1292-5p				-0.09	-0.09	N/A
FAM53B	ENST00000337318.3	family with sequence similarity 53, member B 	27	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
SEPT3	ENST00000396425.3	septin 3 	241	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
CEP250	ENST00000397527.1	centrosomal protein 250kDa 	25	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
SSBP3	ENST00000417664.2	single stranded DNA binding protein 3 	1474	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.12	N/A
NRG1	ENST00000341377.5	neuregulin 1 	113	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.10	N/A
HPSE2	ENST00000370546.1	heparanase 2 	12	1	0	1	0	0	hsa-miR-1292-5p				-0.09	-0.16	N/A
CNTN4	ENST00000427331.1	contactin 4 	191	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.10	N/A
AFF4	ENST00000265343.5	AF4/FMR2 family, member 4 	2755	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
RAB11FIP3	ENST00000262305.4	RAB11 family interacting protein 3 (class II) 	71	2	0	1	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
GPR37L1	ENST00000367282.5	G protein-coupled receptor 37 like 1 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.09	N/A
H6PD	ENST00000377403.2	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) 	467	2	0	0	2	3	hsa-miR-1292-5p				-0.09	-0.09	N/A
MGA	ENST00000219905.7	MGA, MAX dimerization protein 	250	1	0	1	0	1	hsa-miR-1292-5p				-0.09	-0.12	N/A
AL590822.2	ENST00000597060.1	Uncharacterized protein; cDNA FLJ36608 fis, clone TRACH2015824  	10	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.19	N/A
ALDH1L2	ENST00000258494.9	aldehyde dehydrogenase 1 family, member L2 	22	2	1	0	1	1	hsa-miR-1292-5p				-0.09	-0.18	N/A
RCOR3	ENST00000367006.4	REST corepressor 3 	374	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.15	N/A
MXI1	ENST00000332674.5	MAX interactor 1, dimerization protein 	278	1	0	0	1	2	hsa-miR-1292-5p				-0.09	-0.17	N/A
DPYSL5	ENST00000288699.6	dihydropyrimidinase-like 5 	315	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.11	N/A
CPT1A	ENST00000265641.5	carnitine palmitoyltransferase 1A (liver) 	869	1	0	1	0	1	hsa-miR-1292-5p				-0.09	-0.09	N/A
RNF152	ENST00000312828.3	ring finger protein 152 	57	2	0	0	2	0	hsa-miR-1292-5p				-0.09	-0.19	N/A
PLD5	ENST00000536534.2	phospholipase D family, member 5 	5	1	0	0	1	1	hsa-miR-1292-5p				-0.09	-0.09	N/A
AL590483.1	ENST00000598000.1	Uncharacterized protein; cDNA FLJ42623 fis, clone BRACE3015894  	5	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
CCDC3	ENST00000378825.3	coiled-coil domain containing 3 	16	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
SIGLEC11	ENST00000447370.2	sialic acid binding Ig-like lectin 11 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
LMLN	ENST00000330198.4	leishmanolysin-like (metallopeptidase M8 family) 	18	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
GABRB2	ENST00000393959.1	gamma-aminobutyric acid (GABA) A receptor, beta 2 	5	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
EZH1	ENST00000428826.2	enhancer of zeste homolog 1 (Drosophila) 	70	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
NOVA2	ENST00000263257.5	neuro-oncological ventral antigen 2 	7	2	0	0	2	0	hsa-miR-1292-5p				-0.09	-0.13	N/A
ATP8B2	ENST00000368489.3	ATPase, aminophospholipid transporter, class I, type 8B, member 2 	244	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
KIAA1522	ENST00000401073.2	KIAA1522 	13	1	0	0	1	0	hsa-miR-1292-5p				-0.09	-0.09	N/A
