Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
NTN1	ENST00000173229.2	netrin 1 	12	1	0	1	0	1	hsa-miR-3173-3p				-0.11	-0.11	N/A
RIMS1	ENST00000348717.5	regulating synaptic membrane exocytosis 1 	45	1	0	1	0	1	hsa-miR-6891-5p				-0.11	-0.11	N/A
WNT3A	ENST00000284523.1	wingless-type MMTV integration site family, member 3A 	7	1	1	0	0	1	hsa-miR-3173-3p				-0.11	-0.11	N/A
ZNFX1	ENST00000371752.1	zinc finger, NFX1-type containing 1 	41	2	0	2	0	0	hsa-miR-3173-3p				-0.11	-0.11	N/A
GABRA1	ENST00000428797.2	gamma-aminobutyric acid (GABA) A receptor, alpha 1 	5	1	0	0	1	1	hsa-miR-3173-3p				-0.11	-0.11	N/A
KLHL28	ENST00000396128.4	kelch-like family member 28 	9	1	0	0	1	2	hsa-miR-3173-3p				-0.11	-0.11	N/A
ZNF286A	ENST00000395894.2	Zinc finger protein 286A  	19	1	0	1	0	2	hsa-miR-3173-3p				-0.11	-0.11	N/A
ABCC4	ENST00000412704.1	ATP-binding cassette, sub-family C (CFTR/MRP), member 4 	721	1	0	1	0	0	hsa-miR-6891-5p				-0.11	-0.11	N/A
RHEB	ENST00000262187.5	Ras homolog enriched in brain 	14	1	0	1	0	2	hsa-miR-3173-3p				-0.11	-0.16	N/A
MEIS2	ENST00000397624.3	Meis homeobox 2 	63	1	0	1	0	0	hsa-miR-6891-5p				-0.11	-0.17	N/A
SHOX2	ENST00000490689.2	short stature homeobox 2 	66	1	0	1	0	0	hsa-miR-3173-3p				-0.11	-0.11	N/A
UQCRFS1	ENST00000304863.4	ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1 	59	3	0	1	2	0	hsa-miR-3173-3p				-0.11	-0.34	N/A
GPR20	ENST00000377741.3	G protein-coupled receptor 20 	34	2	0	2	0	2	hsa-miR-3173-3p				-0.11	-0.12	N/A
EBF4	ENST00000380648.4	early B-cell factor 4 	1194	1	0	1	0	0	hsa-miR-6891-5p				-0.11	-0.12	N/A
C11orf45	ENST00000310799.3	chromosome 11 open reading frame 45 	14	2	0	1	1	0	hsa-miR-3173-3p				-0.10	-0.30	N/A
AMPD3	ENST00000444303.2	adenosine monophosphate deaminase 3 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
CAMKV	ENST00000296471.7	CaM kinase-like vesicle-associated 	47	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.10	N/A
CTNNA3	ENST00000433211.2	catenin (cadherin-associated protein), alpha 3 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
NOS1	ENST00000317775.6	nitric oxide synthase 1 (neuronal) 	5	1	0	1	0	4	hsa-miR-3173-3p				-0.10	-0.10	N/A
NFATC2IP	ENST00000320805.4	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2 interacting protein 	754	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.13	N/A
RASSF4	ENST00000374417.2	Ras association (RalGDS/AF-6) domain family member 4 	515	1	0	0	1	1	hsa-miR-3173-3p				-0.10	-0.12	N/A
RCOR1	ENST00000262241.6	REST corepressor 1 	403	1	0	1	0	2	hsa-miR-6891-5p				-0.10	-0.14	N/A
CCSAP	ENST00000366687.1	centriole, cilia and spindle-associated protein 	1210	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.11	N/A
MAFK	ENST00000343242.4	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog K 	322	1	0	1	0	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
TRIP11	ENST00000267622.4	thyroid hormone receptor interactor 11 	13	2	0	0	2	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
TMPRSS11B	ENST00000332644.5	transmembrane protease, serine 11B 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
MURC	ENST00000307584.5	muscle-related coiled-coil protein 	75	1	0	0	1	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
SMYD5	ENST00000389501.4	SMYD family member 5 	344	1	0	0	1	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
TMEM92	ENST00000300433.3	transmembrane protein 92 	46	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.15	N/A
CALCOCO1	ENST00000548263.1	calcium binding and coiled-coil domain 1 	68	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.29	N/A
FRAT1	ENST00000371021.3	frequently rearranged in advanced T-cell lymphomas 	631	1	0	0	1	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
AP5M1	ENST00000261558.3	adaptor-related protein complex 5, mu 1 subunit 	198	3	0	1	2	1	hsa-miR-3173-3p				-0.10	-0.21	N/A
SEMA5A	ENST00000382496.5	sema domain, seven thrombospondin repeats (type 1 and type 1-like), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 5A 	98	1	0	1	0	4	hsa-miR-6891-5p				-0.10	-0.11	N/A
FAM26E	ENST00000368599.3	family with sequence similarity 26, member E 	32	1	0	0	1	2	hsa-miR-3173-3p				-0.10	-0.10	N/A
RUNX1T1	ENST00000523629.1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related) 	9	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
KCTD10	ENST00000228495.6	potassium channel tetramerization domain containing 10 	147	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
DHH	ENST00000266991.2	desert hedgehog 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
ACCS	ENST00000263776.8	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional) 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
CHRNA2	ENST00000407991.1	cholinergic receptor, nicotinic, alpha 2 (neuronal) 	5	2	0	2	0	2	hsa-miR-6891-5p				-0.10	-0.10	N/A
PIGL	ENST00000225609.5	phosphatidylinositol glycan anchor biosynthesis, class L 	45	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.25	N/A
ITGA3	ENST00000007722.7	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor) 	197	4	0	4	0	4	hsa-miR-6891-5p				-0.10	-0.17	N/A
BAALC	ENST00000438105.2	brain and acute leukemia, cytoplasmic 	137	1	1	0	0	1	hsa-miR-6891-5p				-0.10	-0.46	N/A
THRB	ENST00000396671.2	thyroid hormone receptor, beta 	55	1	0	0	1	5	hsa-miR-3173-3p				-0.10	-0.23	N/A
ZNF770	ENST00000356321.4	zinc finger protein 770 	52	2	0	1	1	0	hsa-miR-6891-5p				-0.10	-0.28	N/A
TRIM72	ENST00000322122.3	tripartite motif containing 72 	8	4	1	2	1	3	hsa-miR-3173-3p				-0.10	-0.57	N/A
MPZL2	ENST00000278937.2	myelin protein zero-like 2 	260	1	0	0	1	1	hsa-miR-3173-3p				-0.10	-0.15	N/A
TNN	ENST00000239462.4	tenascin N 	17	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
LPPR4	ENST00000370185.3	Lipid phosphate phosphatase-related protein type 4  	5	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
ASPA	ENST00000263080.2	aspartoacylase 	5	2	0	1	1	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
UBXN2B	ENST00000399598.2	UBX domain protein 2B 	157	1	0	1	0	4	hsa-miR-6891-5p				-0.10	-0.10	N/A
EFR3B	ENST00000403714.3	EFR3 homolog B (S. cerevisiae) 	14	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
NR0B2	ENST00000254227.3	nuclear receptor subfamily 0, group B, member 2 	266	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
SLC30A9	ENST00000264451.7	solute carrier family 30 (zinc transporter), member 9 	396	1	0	0	1	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
HS6ST1	ENST00000259241.6	heparan sulfate 6-O-sulfotransferase 1 	22	1	0	1	0	3	hsa-miR-3173-3p				-0.10	-0.10	N/A
PDZD2	ENST00000438447.1	PDZ domain containing 2 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
PAGR1	ENST00000609618.1	PAXIP1-associated glutamate-rich protein 1  	2452	1	0	1	0	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
KMO	ENST00000366559.4	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase) 	5	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.10	N/A
C1orf21	ENST00000235307.6	chromosome 1 open reading frame 21 	935	1	0	1	0	4	hsa-miR-3173-3p				-0.10	-0.17	N/A
LRRC3	ENST00000291592.4	leucine rich repeat containing 3 	176	1	0	1	0	2	hsa-miR-6891-5p				-0.10	-0.10	N/A
MAF	ENST00000393350.1	v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog 	608	2	0	1	1	2	hsa-miR-6891-5p				-0.10	-0.32	N/A
NAA40	ENST00000377793.4	N(alpha)-acetyltransferase 40, NatD catalytic subunit 	217	1	0	0	1	1	hsa-miR-3173-3p				-0.10	-0.16	N/A
CHST11	ENST00000549260.1	carbohydrate (chondroitin 4) sulfotransferase 11 	686	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.12	N/A
LL22NC03-63E9.3	ENST00000407120.1	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
GLP2R	ENST00000262441.5	glucagon-like peptide 2 receptor 	247	1	0	1	0	2	hsa-miR-3173-3p				-0.10	-0.10	N/A
ERMN	ENST00000410096.1	ermin, ERM-like protein 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
WDR17	ENST00000393643.2	WD repeat domain 17 	113	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.10	N/A
MACROD2	ENST00000217246.4	MACRO domain containing 2 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
MRPL10	ENST00000351111.2	mitochondrial ribosomal protein L10 	356	1	0	1	0	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
CCDC8	ENST00000307522.3	coiled-coil domain containing 8 	68	1	0	1	0	1	hsa-miR-3173-3p				-0.10	-0.11	N/A
CLDN10	ENST00000376873.3	claudin 10 	7	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.13	N/A
DCUN1D3	ENST00000324344.4	DCN1, defective in cullin neddylation 1, domain containing 3 	53	1	0	1	0	3	hsa-miR-3173-3p				-0.10	-0.18	N/A
PDLIM5	ENST00000437932.1	PDZ and LIM domain 5 	1002	1	0	1	0	2	hsa-miR-3173-3p				-0.10	-0.14	N/A
ZDHHC20	ENST00000320220.9	zinc finger, DHHC-type containing 20 	1486	1	0	0	1	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
OTUD7B	ENST00000369135.4	OTU domain containing 7B 	299	1	0	0	1	2	hsa-miR-3173-3p				-0.10	-0.15	N/A
FYTTD1	ENST00000241502.4	forty-two-three domain containing 1 	891	2	0	1	1	0	hsa-miR-3173-3p				-0.10	-0.16	N/A
KLHL11	ENST00000319121.3	kelch-like family member 11 	16	1	1	0	0	3	hsa-miR-6891-5p				-0.10	-0.15	N/A
NCMAP	ENST00000374392.2	noncompact myelin associated protein 	17	1	0	0	1	1	hsa-miR-6891-5p				-0.10	-0.11	N/A
ANO5	ENST00000324559.8	anoctamin 5 	12	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.10	N/A
IFFO2	ENST00000455833.2	intermediate filament family orphan 2 	139	1	0	1	0	1	hsa-miR-3173-3p				-0.10	-0.12	N/A
CACNB2	ENST00000396576.2	calcium channel, voltage-dependent, beta 2 subunit 	52	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
KIAA0247	ENST00000342745.4	KIAA0247 	161	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
MTMR10	ENST00000435680.1	myotubularin related protein 10 	30	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.11	N/A
SULT1B1	ENST00000310613.3	sulfotransferase family, cytosolic, 1B, member 1 	5	4	0	2	2	2	hsa-miR-3173-3p				-0.10	-0.10	N/A
PHYHIP	ENST00000321613.3	phytanoyl-CoA 2-hydroxylase interacting protein 	14	2	0	2	0	2	hsa-miR-6891-5p				-0.10	-0.10	N/A
ASXL3	ENST00000269197.5	additional sex combs like 3 (Drosophila) 	65	2	0	2	0	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
KDM2A	ENST00000398645.2	lysine (K)-specific demethylase 2A 	729	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.10	N/A
PROSER2	ENST00000277570.5	proline and serine-rich protein 2 	61	1	0	0	1	1	hsa-miR-3173-3p				-0.10	-0.18	N/A
ZFP1	ENST00000464850.1	ZFP1 zinc finger protein 	32	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.19	N/A
FBXO41	ENST00000295133.5	F-box protein 41 	175	1	0	1	0	2	hsa-miR-6891-5p				-0.10	-0.10	N/A
TXLNA	ENST00000373610.3	taxilin alpha 	564	1	0	1	0	4	hsa-miR-6891-5p				-0.10	-0.10	N/A
RAB9B	ENST00000243298.2	RAB9B, member RAS oncogene family 	21	1	0	0	1	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
CALML5	ENST00000380332.3	calmodulin-like 5 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
GPR88	ENST00000315033.4	G protein-coupled receptor 88 	5	1	0	1	0	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
TENM1	ENST00000371130.3	teneurin transmembrane protein 1 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
SLC2A8	ENST00000373360.3	solute carrier family 2 (facilitated glucose transporter), member 8 	324	1	0	1	0	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
ITPRIPL1	ENST00000536814.1	inositol 1,4,5-trisphosphate receptor interacting protein-like 1 	131	1	0	1	0	0	hsa-miR-3173-3p				-0.10	-0.13	N/A
UBA2	ENST00000246548.4	ubiquitin-like modifier activating enzyme 2 	122	1	0	1	0	1	hsa-miR-3173-3p				-0.10	-0.12	N/A
TERF2	ENST00000254942.3	telomeric repeat binding factor 2 	709	1	0	1	0	3	hsa-miR-6891-5p				-0.10	-0.11	N/A
LUZP1	ENST00000418342.1	leucine zipper protein 1 	434	1	0	1	0	5	hsa-miR-6891-5p				-0.10	-0.10	N/A
MYO1C	ENST00000359786.5	myosin IC 	1073	2	0	1	1	1	hsa-miR-6891-5p				-0.10	-0.22	N/A
ZBTB44	ENST00000525842.1	zinc finger and BTB domain containing 44 	236	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
ARHGAP19	ENST00000358531.4	Rho GTPase activating protein 19 	1051	1	0	1	0	3	hsa-miR-6891-5p				-0.10	-0.10	N/A
IGSF11	ENST00000425327.2	immunoglobulin superfamily, member 11 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
ZNF217	ENST00000371471.2	zinc finger protein 217 	668	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
BCL7A	ENST00000538010.1	B-cell CLL/lymphoma 7A 	96	3	0	1	2	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
C5orf30	ENST00000319933.2	chromosome 5 open reading frame 30 	889	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.13	N/A
FRRS1L	ENST00000561981.2	ferric-chelate reductase 1-like 	11	1	0	1	0	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
FURIN	ENST00000268171.3	furin (paired basic amino acid cleaving enzyme) 	2306	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
MTF1	ENST00000373036.4	metal-regulatory transcription factor 1 	98	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.10	N/A
UBR1	ENST00000382177.2	ubiquitin protein ligase E3 component n-recognin 1 	11	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
CCDC144A	ENST00000443444.2	coiled-coil domain containing 144A 	5	1	0	1	0	2	hsa-miR-3173-3p				-0.10	-0.10	N/A
TIA1	ENST00000433529.2	TIA1 cytotoxic granule-associated RNA binding protein 	1370	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.18	N/A
SSR2	ENST00000529008.1	signal sequence receptor, beta (translocon-associated protein beta) 	1344	1	0	1	0	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
KCNC4	ENST00000369787.3	potassium voltage-gated channel, Shaw-related subfamily, member 4 	138	1	0	0	1	2	hsa-miR-3173-3p				-0.10	-0.11	N/A
MLEC	ENST00000228506.3	malectin 	12084	3	0	2	1	3	hsa-miR-6891-5p				-0.10	-0.10	N/A
ELFN2	ENST00000402918.2	extracellular leucine-rich repeat and fibronectin type III domain containing 2 	22	1	0	1	0	4	hsa-miR-3173-3p				-0.10	-0.31	N/A
ZC3H6	ENST00000343936.4	zinc finger CCCH-type containing 6 	10	3	0	1	2	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
ST8SIA1	ENST00000396037.4	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
RGS4	ENST00000531057.1	regulator of G-protein signaling 4 	489	1	0	0	1	1	hsa-miR-6891-5p				-0.10	-0.13	N/A
CDH5	ENST00000341529.3	cadherin 5, type 2 (vascular endothelium) 	8	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
B3GNT8	ENST00000321702.2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8 	7	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.10	N/A
HBP1	ENST00000222574.4	HMG-box transcription factor 1 	167	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
XKR8	ENST00000373884.5	XK, Kell blood group complex subunit-related family, member 8 	7	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.10	N/A
RAB37	ENST00000392610.1	RAB37, member RAS oncogene family 	875	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.10	N/A
AP3S2	ENST00000336418.4	adaptor-related protein complex 3, sigma 2 subunit 	985	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.17	N/A
FRYL	ENST00000503238.1	FRY-like 	276	1	1	0	0	0	hsa-miR-3173-3p				-0.10	-0.18	N/A
TIMM10B	ENST00000254616.6	translocase of inner mitochondrial membrane 10 homolog B (yeast) 	290	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.11	N/A
ST5	ENST00000526757.1	suppression of tumorigenicity 5 	139	3	0	3	0	0	hsa-miR-6891-5p				-0.10	-0.42	N/A
INCENP	ENST00000394818.3	inner centromere protein antigens 135/155kDa 	1299	1	0	1	0	3	hsa-miR-6891-5p				-0.10	-0.13	N/A
NDUFA7	ENST00000301457.2	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 7, 14.5kDa 	550	1	0	1	0	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
EIF3H	ENST00000521861.1	eukaryotic translation initiation factor 3, subunit H 	27	1	0	1	0	0	hsa-miR-3173-3p				-0.10	-0.14	N/A
GTPBP6	ENST00000326153.4	GTP binding protein 6 (putative) 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
MAPK10	ENST00000395169.3	mitogen-activated protein kinase 10 	5	1	0	0	1	1	hsa-miR-3173-3p				-0.10	-0.10	N/A
ZNF446	ENST00000335841.4	zinc finger protein 446 	44	2	1	1	0	3	hsa-miR-6891-5p				-0.10	-0.20	N/A
KAT7	ENST00000259021.4	K(lysine) acetyltransferase 7 	48	2	1	0	1	2	hsa-miR-3173-3p				-0.10	-0.15	N/A
NOLC1	ENST00000405356.1	nucleolar and coiled-body phosphoprotein 1 	375	1	0	1	0	1	hsa-miR-6891-5p				-0.10	-0.28	N/A
CDC25A	ENST00000302506.3	cell division cycle 25A 	5	1	1	0	0	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
PRR26	ENST00000441152.2	proline rich 26 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
HNRNPH1	ENST00000393432.4	heterogeneous nuclear ribonucleoprotein H1 (H) 	34	1	0	1	0	0	hsa-miR-6891-5p				-0.10	-0.40	N/A
KIAA1239	ENST00000309447.5	KIAA1239 	5	1	1	0	0	0	hsa-miR-3173-3p				-0.10	-0.10	N/A
SORT1	ENST00000256637.6	sortilin 1 	2111	1	0	0	1	0	hsa-miR-6891-5p				-0.09	-0.11	N/A
ZMYND11	ENST00000381591.1	zinc finger, MYND-type containing 11 	43	1	0	1	0	0	hsa-miR-6891-5p				-0.09	-0.15	N/A
MAPK13	ENST00000373766.5	mitogen-activated protein kinase 13 	499	1	0	0	1	1	hsa-miR-3173-3p				-0.09	-0.10	N/A
CBFA2T2	ENST00000375279.2	core-binding factor, runt domain, alpha subunit 2; translocated to, 2 	107	2	1	1	0	4	hsa-miR-6891-5p				-0.09	-0.12	N/A
TNFAIP8	ENST00000504771.2	tumor necrosis factor, alpha-induced protein 8 	608	2	0	0	2	2	hsa-miR-3173-3p				-0.09	-0.22	N/A
ZC3H4	ENST00000253048.5	zinc finger CCCH-type containing 4 	182	1	1	0	0	1	hsa-miR-3173-3p				-0.09	-0.10	N/A
C21orf91	ENST00000400558.3	chromosome 21 open reading frame 91 	998	1	0	0	1	0	hsa-miR-3173-3p				-0.09	-0.11	N/A
NACC2	ENST00000371753.1	NACC family member 2, BEN and BTB (POZ) domain containing 	172	3	0	3	0	1	hsa-miR-3173-3p				-0.09	-0.14	N/A
TNPO3	ENST00000393245.1	transportin 3 	30	2	1	1	0	0	hsa-miR-6891-5p				-0.09	-0.17	N/A
HGFAC	ENST00000382774.3	HGF activator 	15	2	0	2	0	1	hsa-miR-3173-3p				-0.09	-0.14	N/A
MAU2	ENST00000262815.8	MAU2 sister chromatid cohesion factor 	5234	1	0	1	0	0	hsa-miR-6891-5p				-0.09	-0.10	N/A
EYA3	ENST00000373871.3	eyes absent homolog 3 (Drosophila) 	50	2	0	0	2	5	hsa-miR-3173-3p				-0.09	-0.09	N/A
AP4E1	ENST00000261842.5	adaptor-related protein complex 4, epsilon 1 subunit 	57	2	1	1	0	0	hsa-miR-6891-5p				-0.09	-0.09	N/A
AL009178.1	ENST00000597278.1	Uncharacterized protein; cDNA FLJ43200 fis, clone FEBRA2007793  	5	1	0	0	1	0	hsa-miR-3173-3p				-0.09	-0.09	N/A
ARMC5	ENST00000457010.2	armadillo repeat containing 5 	376	2	0	2	0	0	hsa-miR-6891-5p				-0.09	-0.09	N/A
ATF6	ENST00000367942.3	activating transcription factor 6 	382	1	0	0	1	1	hsa-miR-3173-3p				-0.09	-0.24	N/A
MYO1A	ENST00000300119.3	myosin IA 	106	1	0	1	0	2	hsa-miR-6891-5p				-0.09	-0.22	N/A
BRWD3	ENST00000373275.4	bromodomain and WD repeat domain containing 3 	506	1	0	1	0	1	hsa-miR-6891-5p				-0.09	-0.10	N/A
RP11-766F14.2	ENST00000511828.1	Protein LOC285556  	5	3	0	1	2	2	hsa-miR-3173-3p				-0.09	-0.09	N/A
THBS1	ENST00000260356.5	thrombospondin 1 	46844	1	0	1	0	1	hsa-miR-6891-5p				-0.09	-0.09	N/A
KIAA1432	ENST00000414202.2	KIAA1432 	1366	1	0	0	1	2	hsa-miR-3173-3p				-0.09	-0.10	N/A
H6PD	ENST00000377403.2	hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) 	467	3	0	3	0	0	hsa-miR-6891-5p				-0.09	-0.09	N/A
PSMD11	ENST00000261712.3	proteasome (prosome, macropain) 26S subunit, non-ATPase, 11 	189	1	0	1	0	1	hsa-miR-6891-5p				-0.09	-0.26	N/A
ZDHHC3	ENST00000296127.3	zinc finger, DHHC-type containing 3 	426	3	0	2	1	3	hsa-miR-3173-3p				-0.09	-0.30	N/A
IGHMBP2	ENST00000255078.3	immunoglobulin mu binding protein 2 	34	2	0	1	1	1	hsa-miR-3173-3p				-0.09	-0.23	N/A
DTWD2	ENST00000304058.4	DTW domain containing 2 	83	3	0	2	1	1	hsa-miR-6891-5p				-0.09	-0.32	N/A
HERC3	ENST00000402738.1	HECT and RLD domain containing E3 ubiquitin protein ligase 3 	50	1	0	1	0	3	hsa-miR-6891-5p				-0.09	-0.09	N/A
NCOA3	ENST00000341724.6	nuclear receptor coactivator 3 	282	1	0	1	0	0	hsa-miR-6891-5p				-0.09	-0.09	N/A
PRICKLE2	ENST00000295902.6	prickle homolog 2 (Drosophila) 	20	1	0	1	0	0	hsa-miR-6891-5p				-0.09	-0.09	N/A
SORBS1	ENST00000371227.4	sorbin and SH3 domain containing 1 	22	1	0	0	1	0	hsa-miR-3173-3p				-0.09	-0.09	N/A
ZG16	ENST00000400752.4	zymogen granule protein 16 	23	1	0	1	0	1	hsa-miR-6891-5p				-0.09	-0.09	N/A
WNT7A	ENST00000285018.4	wingless-type MMTV integration site family, member 7A 	5	1	0	1	0	0	hsa-miR-3173-3p				-0.09	-0.09	N/A
PIK3R3	ENST00000262741.5	phosphoinositide-3-kinase, regulatory subunit 3 (gamma) 	335	2	0	2	0	1	hsa-miR-6891-5p				-0.09	-0.12	N/A
TSPYL1	ENST00000368608.3	TSPY-like 1 	2195	2	1	0	1	1	hsa-miR-3173-3p				-0.09	-0.19	N/A
OASL	ENST00000339275.5	2'-5'-oligoadenylate synthetase-like 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.09	-0.09	N/A
ATF7IP	ENST00000261168.4	activating transcription factor 7 interacting protein 	667	2	1	0	1	2	hsa-miR-3173-3p				-0.09	-0.10	N/A
C4orf33	ENST00000281146.5	chromosome 4 open reading frame 33 	18	2	0	2	0	1	hsa-miR-6891-5p				-0.09	-0.37	N/A
SLITRK1	ENST00000377084.2	SLIT and NTRK-like family, member 1 	5	1	0	1	0	0	hsa-miR-6891-5p				-0.09	-0.09	N/A
SMYD1	ENST00000419482.2	SET and MYND domain containing 1 	5	1	0	1	0	1	hsa-miR-6891-5p				-0.09	-0.09	N/A
ANKRD36	ENST00000357042.4	ankyrin repeat domain 36 	5	1	0	0	1	0	hsa-miR-6891-5p				-0.09	-0.09	N/A
GLTSCR1	ENST00000396720.3	glioma tumor suppressor candidate region gene 1 	36	1	0	1	0	0	hsa-miR-6891-5p				-0.09	-0.09	N/A
WDR96	ENST00000369720.1	WD repeat domain 96 	10	1	0	1	0	0	hsa-miR-6891-5p				-0.09	-0.09	N/A
KCNS1	ENST00000306117.1	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 1 	5	1	0	0	1	0	hsa-miR-3173-3p				-0.09	-0.09	N/A
ABCC9	ENST00000261200.4	ATP-binding cassette, sub-family C (CFTR/MRP), member 9 	5	1	0	0	1	0	hsa-miR-6891-5p				-0.09	-0.09	N/A
NCOA2	ENST00000452400.2	nuclear receptor coactivator 2 	271	1	0	0	1	0	hsa-miR-3173-3p				-0.09	-0.09	N/A
SV2C	ENST00000502798.2	synaptic vesicle glycoprotein 2C 	30	1	0	1	0	4	hsa-miR-6891-5p				-0.09	-0.10	N/A
ALDH1L2	ENST00000258494.9	aldehyde dehydrogenase 1 family, member L2 	22	1	0	1	0	1	hsa-miR-3173-3p				-0.09	-0.23	N/A
