Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
TGOLN2	ENST00000377386.3	trans-golgi network protein 2 	1914	1	0	0	1	1	hsa-miR-1185-5p	0.0163	0.1171	0.7302	-0.12	-0.13	N/A
PCLO	ENST00000333891.9	piccolo presynaptic cytomatrix protein 	22	1	0	0	1	1	hsa-miR-1185-5p	0.0209	0.1519	1.0063	-0.12	-0.12	N/A
KRT38	ENST00000246646.3	keratin 38 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0051	0.0369	0.2234	-0.12	-0.12	N/A
HIST1H2BJ	ENST00000541790.1	histone cluster 1, H2bj 	383	1	1	0	0	2	hsa-miR-1185-5p	0.0151	0.0889	0.3245	-0.12	-0.60	N/A
UVSSA	ENST00000389851.4	UV-stimulated scaffold protein A 	86	1	0	0	1	1	hsa-miR-1185-5p	0.0047	0.0342	0.2219	-0.12	-0.13	N/A
WDR78	ENST00000371026.3	WD repeat domain 78 	10	1	0	1	0	0	hsa-miR-1185-5p	0.0130	0.0831	0.3050	-0.12	-0.23	N/A
COL8A2	ENST00000303143.4	collagen, type VIII, alpha 2 	15	1	0	0	1	0	hsa-miR-1185-5p	0.0066	0.0472	0.2934	-0.12	-0.16	N/A
LSAMP	ENST00000490035.2	limbic system-associated membrane protein 	19	2	0	1	1	3	hsa-miR-1185-5p	0.0126	0.0901	0.5434	-0.12	-0.50	N/A
RAB11FIP1	ENST00000287263.4	RAB11 family interacting protein 1 (class I) 	106	1	0	1	0	1	hsa-miR-1185-5p	0.0180	0.1242	0.6281	-0.12	-0.14	N/A
ZXDA	ENST00000358697.4	zinc finger, X-linked, duplicated A 	25	1	0	0	1	0	hsa-miR-1185-5p	0.0067	0.0485	0.3043	-0.12	-0.15	N/A
AL627309.1	ENST00000423372.3	Uncharacterized protein  	5	1	0	0	1	0	hsa-miR-1185-5p	0.0150	0.1091	0.7223	-0.12	-0.12	N/A
FRRS1L	ENST00000561981.2	ferric-chelate reductase 1-like 	11	1	0	0	1	0	hsa-miR-1185-5p	0.0100	0.0715	0.4388	-0.12	-0.12	N/A
BAK1	ENST00000442998.2	BCL2-antagonist/killer 1 	15	1	0	1	0	1	hsa-miR-1185-5p	0.0139	0.0978	0.5547	-0.12	-0.12	N/A
CPS1	ENST00000430249.2	carbamoyl-phosphate synthase 1, mitochondrial 	11682	1	0	0	1	0	hsa-miR-1185-5p	0.0041	0.0295	0.1909	-0.12	-0.12	N/A
TMTC4	ENST00000376234.3	transmembrane and tetratricopeptide repeat containing 4 	37	1	0	1	0	0	hsa-miR-1185-5p	0.0111	0.0751	0.3571	-0.12	-0.20	N/A
BLOC1S2	ENST00000441611.1	biogenesis of lysosomal organelles complex-1, subunit 2 	83	1	0	1	0	0	hsa-miR-1185-5p	0.0148	0.0939	0.3626	-0.12	-0.26	N/A
NYNRIN	ENST00000382554.3	NYN domain and retroviral integrase containing 	1928	1	0	1	0	1	hsa-miR-1185-5p	0.0380	0.2313	0.7856	-0.12	-0.12	N/A
EHD2	ENST00000263277.3	EH-domain containing 2 	2072	1	0	0	1	2	hsa-miR-1185-5p	0.0093	0.0669	0.4228	-0.12	-0.14	N/A
FAHD2A	ENST00000233379.4	fumarylacetoacetate hydrolase domain containing 2A 	9	1	0	0	1	1	hsa-miR-1185-5p	0.0083	0.0592	0.3514	-0.12	-0.21	N/A
SIM1	ENST00000369208.3	single-minded homolog 1 (Drosophila) 	104	1	0	0	1	0	hsa-miR-1185-5p	0.0080	0.0579	0.3594	-0.12	-0.12	N/A
TMEM236	ENST00000480516.1		5	1	0	0	1	0	hsa-miR-1185-5p	0.0125	0.0899	0.5469	-0.12	-0.12	N/A
TMEM236	ENST00000377495.1	transmembrane protein 236 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0125	0.0899	0.5469	-0.12	-0.12	N/A
SMUG1	ENST00000505128.1	single-strand-selective monofunctional uracil-DNA glycosylase 1 	242	1	0	0	1	1	hsa-miR-1185-5p	0.0050	0.0365	0.2513	-0.12	-0.18	N/A
PIGM	ENST00000368090.2	phosphatidylinositol glycan anchor biosynthesis, class M 	179	1	0	1	0	0	hsa-miR-1185-5p	0.0203	0.1287	0.4737	-0.11	-0.16	N/A
PGPEP1	ENST00000597431.2	pyroglutamyl-peptidase I 	82	3	1	0	2	2	hsa-miR-1185-5p	0.0143	0.0997	0.5672	-0.11	-0.60	N/A
PPP2R3A	ENST00000264977.3	protein phosphatase 2, regulatory subunit B'', alpha 	32	1	0	0	1	0	hsa-miR-1185-5p	0.0090	0.0643	0.3855	-0.11	-0.12	N/A
ZNF354C	ENST00000315475.6	zinc finger protein 354C 	482	1	0	0	1	0	hsa-miR-1185-5p	0.0042	0.0304	0.1908	-0.11	-0.11	N/A
CRISP3	ENST00000263045.4	cysteine-rich secretory protein 3 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0049	0.0356	0.2363	-0.11	-0.11	N/A
SLCO2A1	ENST00000310926.4	solute carrier organic anion transporter family, member 2A1 	113	1	0	0	1	0	hsa-miR-1185-5p	0.0094	0.0684	0.4686	-0.11	-0.12	N/A
SOBP	ENST00000317357.5	sine oculis binding protein homolog (Drosophila) 	22	1	0	0	1	0	hsa-miR-1185-5p	0.0033	0.0236	0.1557	-0.11	-0.18	N/A
XPNPEP2	ENST00000371106.3	X-prolyl aminopeptidase (aminopeptidase P) 2, membrane-bound 	5	1	0	0	1	2	hsa-miR-1185-5p	0.0067	0.0484	0.3161	-0.11	-0.30	N/A
KIAA1614	ENST00000367588.4	KIAA1614 	5	2	1	0	1	2	hsa-miR-1185-5p	0.0245	0.1711	0.9321	-0.11	-0.11	N/A
SLCO1A2	ENST00000307378.6	solute carrier organic anion transporter family, member 1A2 	5	1	1	0	0	0	hsa-miR-1185-5p	0.0227	0.1527	0.7093	-0.11	-0.11	N/A
ESRP2	ENST00000565858.1	epithelial splicing regulatory protein 2 	320	1	0	1	0	1	hsa-miR-1185-5p	0.0098	0.0708	0.4585	-0.11	-0.11	N/A
TTC22	ENST00000371276.4	tetratricopeptide repeat domain 22 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0137	0.0946	0.4700	-0.11	-0.11	N/A
PLEKHA6	ENST00000272203.3	pleckstrin homology domain containing, family A member 6 	45	3	0	1	2	2	hsa-miR-1185-5p	0.0220	0.1538	0.8401	-0.11	-0.12	N/A
TSPYL5	ENST00000322128.3	TSPY-like 5 	20	1	0	0	1	1	hsa-miR-1185-5p	0.0105	0.0757	0.4658	-0.11	-0.11	N/A
KCTD7	ENST00000275532.3	potassium channel tetramerization domain containing 7 	693	1	0	0	1	0	hsa-miR-1185-5p	0.0108	0.0786	0.5191	-0.11	-0.11	N/A
SUSD5	ENST00000309558.3	sushi domain containing 5 	23	1	0	1	0	0	hsa-miR-1185-5p	0.0118	0.0830	0.4651	-0.11	-0.11	N/A
KCNK5	ENST00000359534.3	potassium channel, subfamily K, member 5 	143	2	1	0	1	1	hsa-miR-1185-5p	0.0129	0.0899	0.4786	-0.11	-0.27	N/A
LMBRD2	ENST00000296603.4	LMBR1 domain containing 2 	211	1	0	0	1	1	hsa-miR-1185-5p	0.0161	0.1128	0.6143	-0.11	-0.17	N/A
GUCA1B	ENST00000230361.3	guanylate cyclase activator 1B (retina) 	13	1	0	0	1	1	hsa-miR-1185-5p	0.0060	0.0427	0.2523	-0.11	-0.19	N/A
IKBKB	ENST00000379708.3	inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase beta 	806	1	0	0	1	0	hsa-miR-1185-5p	0.0033	0.0240	0.1634	-0.11	-0.11	N/A
PHACTR2	ENST00000427704.2	phosphatase and actin regulator 2 	274	2	1	0	1	0	hsa-miR-1185-5p	0.0162	0.1156	0.6990	-0.11	-0.12	N/A
CD44	ENST00000278386.6	CD44 molecule (Indian blood group) 	1543	1	0	1	0	0	hsa-miR-1185-5p	0.0134	0.0860	0.3229	-0.11	-0.20	N/A
GPX8	ENST00000296734.6	glutathione peroxidase 8 (putative) 	2107	1	1	0	0	0	hsa-miR-1185-5p	0.0097	0.0662	0.3289	-0.11	-0.23	N/A
GOLGA8J	ENST00000341650.6	golgin A8 family, member J 	0	1	0	0	1	0	hsa-miR-1185-5p	0.0085	0.0617	0.3921	-0.11	-0.11	N/A
MBTD1	ENST00000586178.1	mbt domain containing 1 	113	1	0	0	1	0	hsa-miR-1185-5p	0.0059	0.0433	0.2925	-0.11	-0.11	N/A
TAOK2	ENST00000308893.4	TAO kinase 2 	136	1	0	0	1	0	hsa-miR-1185-5p	0.0075	0.0540	0.3432	-0.11	-0.11	N/A
RP2	ENST00000218340.3	retinitis pigmentosa 2 (X-linked recessive) 	441	1	0	0	1	0	hsa-miR-1185-5p	0.0046	0.0335	0.2289	-0.11	-0.11	N/A
GOLT1B	ENST00000540141.1	golgi transport 1B 	848	1	1	0	0	0	hsa-miR-1185-5p	0.0070	0.0452	0.1741	-0.11	-0.44	N/A
C1orf170	ENST00000433179.2	chromosome 1 open reading frame 170 	7	1	0	0	1	0	hsa-miR-1185-5p	0.0053	0.0377	0.2265	-0.11	-0.16	N/A
ATP2B1	ENST00000261173.2	ATPase, Ca++ transporting, plasma membrane 1 	699	2	0	1	1	1	hsa-miR-1185-5p	0.0155	0.1043	0.5056	-0.11	-0.30	N/A
NCEH1	ENST00000475381.1	neutral cholesterol ester hydrolase 1 	1779	1	0	1	0	0	hsa-miR-1185-5p	0.0092	0.0646	0.3454	-0.11	-0.11	N/A
DLK1	ENST00000341267.4	delta-like 1 homolog (Drosophila) 	1865	1	0	0	1	1	hsa-miR-1185-5p	0.0058	0.0413	0.2430	-0.11	-0.33	N/A
BACE2	ENST00000328735.6	beta-site APP-cleaving enzyme 2 	79	1	1	0	0	2	hsa-miR-1185-5p	0.0096	0.0672	0.3832	-0.11	-0.23	N/A
AMMECR1L	ENST00000272647.5	AMMECR1-like 	21	1	0	0	1	0	hsa-miR-1185-5p	0.0106	0.0758	0.4456	-0.11	-0.11	N/A
CNGA3	ENST00000272602.2	cyclic nucleotide gated channel alpha 3 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0097	0.0686	0.3854	-0.11	-0.11	N/A
SYT15	ENST00000374323.4	synaptotagmin XV 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0085	0.0613	0.3909	-0.11	-0.11	N/A
TMEM261	ENST00000358227.4	transmembrane protein 261 	61	1	0	0	1	0	hsa-miR-1185-5p	0.0058	0.0410	0.2269	-0.11	-0.20	N/A
METTL14	ENST00000388822.5	methyltransferase like 14 	520	1	0	1	0	1	hsa-miR-1185-5p	0.0135	0.0937	0.5130	-0.11	-0.19	N/A
WWC2	ENST00000403733.3	WW and C2 domain containing 2 	717	1	0	0	1	0	hsa-miR-1185-5p	0.0091	0.0660	0.4199	-0.11	-0.11	N/A
NPHP1	ENST00000316534.4	nephronophthisis 1 (juvenile) 	26	1	0	0	1	1	hsa-miR-1185-5p	0.0039	0.0283	0.1883	-0.11	-0.26	N/A
GLCE	ENST00000559420.2	glucuronic acid epimerase 	25	1	0	1	0	1	hsa-miR-1185-5p	0.0117	0.0820	0.4566	-0.11	-0.17	N/A
RP11-766F14.2	ENST00000511828.1	Protein LOC285556  	5	1	0	1	0	1	hsa-miR-1185-5p	0.0302	0.2008	0.9031	-0.11	-0.11	N/A
PRKAR2A	ENST00000265563.8	protein kinase, cAMP-dependent, regulatory, type II, alpha 	583	1	0	1	0	1	hsa-miR-1185-5p	0.0293	0.1976	0.9145	-0.11	-0.11	N/A
OXR1	ENST00000312046.6	oxidation resistance 1 	27	1	0	1	0	0	hsa-miR-1185-5p	0.0117	0.0817	0.4344	-0.11	-0.11	N/A
FAM155B	ENST00000252338.4	family with sequence similarity 155, member B 	21	1	0	0	1	1	hsa-miR-1185-5p	0.0082	0.0588	0.3537	-0.11	-0.11	N/A
RSL1D1	ENST00000571133.1	ribosomal L1 domain containing 1 	140	1	0	1	0	1	hsa-miR-1185-5p	0.0245	0.1570	0.6349	-0.11	-0.19	N/A
FAM134C	ENST00000309428.5	family with sequence similarity 134, member C 	397	1	0	0	1	0	hsa-miR-1185-5p	0.0056	0.0407	0.2560	-0.11	-0.11	N/A
C1orf198	ENST00000366663.5	chromosome 1 open reading frame 198 	1484	1	0	0	1	0	hsa-miR-1185-5p	0.0040	0.0291	0.1871	-0.11	-0.14	N/A
PMEPA1	ENST00000341744.3	prostate transmembrane protein, androgen induced 1 	736	1	0	1	0	1	hsa-miR-1185-5p	0.0157	0.1072	0.5206	-0.11	-0.19	N/A
WDR43	ENST00000407426.3	WD repeat domain 43 	426	1	0	0	1	0	hsa-miR-1185-5p	0.0037	0.0263	0.1566	-0.11	-0.24	N/A
EDEM1	ENST00000256497.4	ER degradation enhancer, mannosidase alpha-like 1 	948	1	0	0	1	0	hsa-miR-1185-5p	0.0079	0.0571	0.3645	-0.11	-0.12	N/A
BICD1	ENST00000548411.1	bicaudal D homolog 1 (Drosophila) 	205	1	0	0	1	0	hsa-miR-1185-5p	0.0152	0.1096	0.6975	-0.11	-0.13	N/A
ADCYAP1R1	ENST00000304166.4	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I 	9	4	0	0	4	1	hsa-miR-1185-5p	0.0122	0.0881	0.5433	-0.11	-0.28	N/A
IPCEF1	ENST00000265198.4	interaction protein for cytohesin exchange factors 1 	16	1	0	0	1	0	hsa-miR-1185-5p	0.0075	0.0551	0.3763	-0.11	-0.11	N/A
SOX13	ENST00000367204.1	SRY (sex determining region Y)-box 13 	1061	1	0	0	1	0	hsa-miR-1185-5p	0.0054	0.0388	0.2408	-0.11	-0.11	N/A
ZNF532	ENST00000336078.4	zinc finger protein 532 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0148	0.1023	0.5272	-0.11	-0.11	N/A
ZNF208	ENST00000397126.4	zinc finger protein 208 	0	1	0	0	1	1	hsa-miR-1185-5p	0.0241	0.1731	1.0789	-0.11	-0.11	N/A
TMIE	ENST00000326431.3	transmembrane inner ear 	26	1	0	0	1	0	hsa-miR-1185-5p	0.0023	0.0169	0.1127	-0.11	-0.11	N/A
FSD1L	ENST00000374710.3	fibronectin type III and SPRY domain containing 1-like 	16	1	0	0	1	0	hsa-miR-1185-5p	0.0119	0.0831	0.4467	-0.11	-0.12	N/A
RANBP10	ENST00000317506.3	RAN binding protein 10 	140	1	0	0	1	1	hsa-miR-1185-5p	0.0103	0.0748	0.4891	-0.11	-0.11	N/A
GCFC2	ENST00000541687.1	GC-rich sequence DNA-binding factor 2 	88	1	0	1	0	2	hsa-miR-1185-5p	0.0113	0.0743	0.3474	-0.11	-0.34	N/A
GINS2	ENST00000253462.3	GINS complex subunit 2 (Psf2 homolog) 	136	1	0	1	0	1	hsa-miR-1185-5p	0.0087	0.0611	0.3463	-0.11	-0.16	N/A
EMP2	ENST00000359543.3	epithelial membrane protein 2 	1725	1	0	1	0	1	hsa-miR-1185-5p	0.0106	0.0743	0.4068	-0.11	-0.15	N/A
CGGBP1	ENST00000309534.6	CGG triplet repeat binding protein 1 	990	1	0	1	0	1	hsa-miR-1185-5p	0.0058	0.0419	0.2679	-0.11	-0.21	N/A
CTDSPL2	ENST00000260327.4	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2 	457	1	0	1	0	0	hsa-miR-1185-5p	0.0279	0.1627	0.4677	-0.11	-0.17	N/A
TIMP3	ENST00000266085.6	TIMP metallopeptidase inhibitor 3 	7421	2	0	1	1	0	hsa-miR-1185-5p	0.0054	0.0389	0.2381	-0.11	-0.21	N/A
JAK3	ENST00000458235.1	Janus kinase 3 	9	1	0	1	0	2	hsa-miR-1185-5p	0.0216	0.1534	0.9039	-0.11	-0.11	N/A
BTBD11	ENST00000280758.5	BTB (POZ) domain containing 11 	9	1	1	0	0	0	hsa-miR-1185-5p	0.0252	0.1640	0.6712	-0.11	-0.11	N/A
CHST6	ENST00000332272.4	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6 	37	1	0	0	1	1	hsa-miR-1185-5p	0.0078	0.0558	0.3313	-0.11	-0.11	N/A
FAM73B	ENST00000277475.5	family with sequence similarity 73, member B 	651	1	0	0	1	0	hsa-miR-1185-5p	0.0074	0.0528	0.3058	-0.11	-0.11	N/A
KCND3	ENST00000369697.1	potassium voltage-gated channel, Shal-related subfamily, member 3 	23	1	1	0	0	2	hsa-miR-1185-5p	0.0343	0.2194	0.8831	-0.11	-0.11	N/A
AGO1	ENST00000373204.4	argonaute RISC catalytic component 1 	402	2	1	1	0	4	hsa-miR-1185-5p	0.0437	0.2971	1.5177	-0.11	-0.13	N/A
DIP2B	ENST00000301180.5	DIP2 disco-interacting protein 2 homolog B (Drosophila) 	1613	1	0	0	1	2	hsa-miR-1185-5p	0.0230	0.1631	0.9518	-0.11	-0.11	N/A
FOSL2	ENST00000379619.1	FOS-like antigen 2 	2255	1	0	1	0	3	hsa-miR-1185-5p	0.0281	0.1811	0.7345	-0.11	-0.12	N/A
TBC1D12	ENST00000225235.4	TBC1 domain family, member 12 	172	1	0	0	1	0	hsa-miR-1185-5p	0.0083	0.0597	0.3772	-0.11	-0.14	N/A
POLR1A	ENST00000263857.6	polymerase (RNA) I polypeptide A, 194kDa 	675	2	0	0	2	0	hsa-miR-1185-5p	0.0088	0.0633	0.3982	-0.11	-0.14	N/A
RASEF	ENST00000376447.3	RAS and EF-hand domain containing 	298	1	1	0	0	0	hsa-miR-1185-5p	0.0134	0.0944	0.5377	-0.11	-0.11	N/A
SPCS3	ENST00000503362.1	signal peptidase complex subunit 3 homolog (S. cerevisiae) 	1645	2	0	0	2	0	hsa-miR-1185-5p	0.0049	0.0342	0.1797	-0.11	-0.38	N/A
RRP1B	ENST00000340648.4	ribosomal RNA processing 1B 	314	1	0	0	1	0	hsa-miR-1185-5p	0.0063	0.0457	0.3138	-0.11	-0.11	N/A
DBP	ENST00000222122.5	D site of albumin promoter (albumin D-box) binding protein 	38	1	0	1	0	0	hsa-miR-1185-5p	0.0030	0.0215	0.1392	-0.11	-0.11	N/A
ABLIM1	ENST00000392952.3	actin binding LIM protein 1 	1321	1	0	1	0	4	hsa-miR-1185-5p	0.0358	0.2469	1.3099	-0.11	-0.11	N/A
SORCS1	ENST00000369698.1	sortilin-related VPS10 domain containing receptor 1 	88	2	0	0	2	1	hsa-miR-1185-5p	0.0081	0.0581	0.3661	-0.11	-0.16	N/A
CHRNA6	ENST00000276410.2	cholinergic receptor, nicotinic, alpha 6 (neuronal) 	5	1	0	1	0	0	hsa-miR-1185-5p	0.0062	0.0444	0.2750	-0.10	-0.10	N/A
MED14	ENST00000324817.1	mediator complex subunit 14 	1038	3	0	2	1	0	hsa-miR-1185-5p	0.0219	0.1531	0.8474	-0.10	-0.42	N/A
OSBPL7	ENST00000007414.3	oxysterol binding protein-like 7 	25	1	0	0	1	0	hsa-miR-1185-5p	0.0036	0.0263	0.1748	-0.10	-0.10	N/A
ZC3H12B	ENST00000338957.4	zinc finger CCCH-type containing 12B 	29	1	1	0	0	1	hsa-miR-1185-5p	0.0234	0.1609	0.8183	-0.10	-0.10	N/A
XPO7	ENST00000252512.9	exportin 7 	647	1	0	0	1	0	hsa-miR-1185-5p	0.0103	0.0729	0.4157	-0.10	-0.12	N/A
MYPN	ENST00000358913.5	myopalladin 	73	3	0	1	2	3	hsa-miR-1185-5p	0.0204	0.1425	0.8098	-0.10	-0.32	N/A
EHF	ENST00000257831.3	ets homologous factor 	5	1	1	0	0	2	hsa-miR-1185-5p	0.0095	0.0688	0.4492	-0.10	-0.33	N/A
UBE3C	ENST00000348165.5	ubiquitin protein ligase E3C 	1332	1	0	0	1	0	hsa-miR-1185-5p	0.0035	0.0248	0.1512	-0.10	-0.14	N/A
PROX1	ENST00000366958.4	prospero homeobox 1 	131	1	0	1	0	0	hsa-miR-1185-5p	0.0214	0.1493	0.8236	-0.10	-0.11	N/A
RBL1	ENST00000373664.3	retinoblastoma-like 1 (p107) 	88	1	0	0	1	0	hsa-miR-1185-5p	0.0055	0.0387	0.2085	-0.10	-0.16	N/A
FZD4	ENST00000531380.1	frizzled family receptor 4 	5	2	0	1	1	0	hsa-miR-1185-5p	0.0247	0.1715	0.8944	-0.10	-0.10	N/A
TNS1	ENST00000171887.4	tensin 1 	591	2	0	1	1	0	hsa-miR-1185-5p	0.0149	0.1071	0.6765	-0.10	-0.10	N/A
ZNF592	ENST00000299927.3	zinc finger protein 592 	1128	1	0	0	1	0	hsa-miR-1185-5p	0.0086	0.0616	0.3741	-0.10	-0.14	N/A
RHOBTB2	ENST00000251822.6	Rho-related BTB domain containing 2 	32	1	0	0	1	1	hsa-miR-1185-5p	0.0075	0.0551	0.3776	-0.10	-0.14	N/A
CBFA2T2	ENST00000375279.2	core-binding factor, runt domain, alpha subunit 2; translocated to, 2 	107	1	0	0	1	1	hsa-miR-1185-5p	0.0063	0.0456	0.2964	-0.10	-0.10	N/A
HMX3	ENST00000357878.5	H6 family homeobox 3 	9	1	0	1	0	0	hsa-miR-1185-5p	0.0087	0.0573	0.2397	-0.10	-0.25	N/A
AVPR1A	ENST00000299178.2	arginine vasopressin receptor 1A 	9	1	0	1	0	0	hsa-miR-1185-5p	0.0081	0.0561	0.2889	-0.10	-0.23	N/A
FRMD3	ENST00000304195.3	FERM domain containing 3 	14	1	0	0	1	0	hsa-miR-1185-5p	0.0040	0.0291	0.1942	-0.10	-0.12	N/A
HIST1H2BN	ENST00000606613.1	histone cluster 1, H2bn 	29	1	0	0	1	0	hsa-miR-1185-5p	0.0044	0.0314	0.1910	-0.10	-0.22	N/A
NOLC1	ENST00000405356.1	nucleolar and coiled-body phosphoprotein 1 	375	2	0	0	2	1	hsa-miR-1185-5p	0.0077	0.0555	0.3389	-0.10	-0.44	N/A
RAD18	ENST00000264926.2	RAD18 homolog (S. cerevisiae) 	211	1	0	1	0	1	hsa-miR-1185-5p	0.0249	0.1594	0.6348	-0.10	-0.17	N/A
HEBP2	ENST00000607197.1	heme binding protein 2 	252	3	1	0	2	1	hsa-miR-1185-5p	0.0150	0.0922	0.3478	-0.10	-0.59	N/A
PFN4	ENST00000313213.4	profilin family, member 4 	7	1	0	0	1	1	hsa-miR-1185-5p	0.0024	0.0175	0.1179	-0.10	-0.29	N/A
GOLGA8O	ENST00000509311.2	golgin A8 family, member O 	0	1	0	0	1	0	hsa-miR-1185-5p	0.0072	0.0522	0.3258	-0.10	-0.10	N/A
GOLGA8H	ENST00000566740.1	golgin A8 family, member H 	2	1	0	0	1	0	hsa-miR-1185-5p	0.0085	0.0614	0.3900	-0.10	-0.10	N/A
GOLGA8R	ENST00000327271.10	golgin A8 family, member R 	0	1	0	0	1	0	hsa-miR-1185-5p	0.0072	0.0519	0.3240	-0.10	-0.10	N/A
SKP1	ENST00000353411.6	S-phase kinase-associated protein 1 	416	1	1	0	0	2	hsa-miR-1185-5p	0.0090	0.0644	0.3941	-0.10	-0.29	N/A
GOLGA8K	ENST00000512626.2	golgin A8 family, member K 	0	1	0	0	1	0	hsa-miR-1185-5p	0.0072	0.0519	0.3242	-0.10	-0.10	N/A
FAM26E	ENST00000368599.3	family with sequence similarity 26, member E 	32	1	1	0	0	5	hsa-miR-1185-5p	0.0126	0.0892	0.5301	-0.10	-0.22	N/A
YAP1	ENST00000282441.5	Yes-associated protein 1 	1175	1	0	1	0	1	hsa-miR-1185-5p	0.0098	0.0683	0.3596	-0.10	-0.16	N/A
PLCG1	ENST00000244007.3	phospholipase C, gamma 1 	69	1	0	0	1	0	hsa-miR-1185-5p	0.0120	0.0807	0.3764	-0.10	-0.22	N/A
ALDH7A1	ENST00000409134.3	aldehyde dehydrogenase 7 family, member A1 	2007	1	0	0	1	1	hsa-miR-1185-5p	0.0032	0.0234	0.1523	-0.10	-0.15	N/A
ZNF609	ENST00000326648.3	zinc finger protein 609 	103	2	0	0	2	0	hsa-miR-1185-5p	0.0212	0.1533	0.9686	-0.10	-0.10	N/A
ZNF514	ENST00000295208.2	zinc finger protein 514 	32	1	0	0	1	0	hsa-miR-1185-5p	0.0042	0.0302	0.1870	-0.10	-0.21	N/A
SMIM22	ENST00000586440.1	small integral membrane protein 22 	10	1	0	0	1	0	hsa-miR-1185-5p	0.0037	0.0264	0.1603	-0.10	-0.21	N/A
LAMC1	ENST00000258341.4	laminin, gamma 1 (formerly LAMB2) 	1082	1	0	0	1	0	hsa-miR-1185-5p	0.0067	0.0485	0.3014	-0.10	-0.14	N/A
FLJ27365	ENST00000360737.3	hsa-mir-4763 	74	1	0	0	1	0	hsa-miR-1185-5p	0.0126	0.0883	0.4771	-0.10	-0.10	N/A
GOLGA8M	ENST00000563027.1	golgin A8 family, member M 	0	1	0	0	1	0	hsa-miR-1185-5p	0.0088	0.0635	0.4033	-0.10	-0.10	N/A
GRM5	ENST00000418177.2	glutamate receptor, metabotropic 5 	5	2	1	0	1	0	hsa-miR-1185-5p	0.0236	0.1620	0.8208	-0.10	-0.10	N/A
SSH3	ENST00000376757.5	slingshot protein phosphatase 3 	159	1	0	0	1	1	hsa-miR-1185-5p	0.0040	0.0291	0.1884	-0.10	-0.11	N/A
MAP3K9	ENST00000554752.2	mitogen-activated protein kinase kinase kinase 9 	44	1	0	0	1	2	hsa-miR-1185-5p	0.0227	0.1617	0.9558	-0.10	-0.12	N/A
ANKRD46	ENST00000335659.3	ankyrin repeat domain 46 	33	1	0	1	0	0	hsa-miR-1185-5p	0.0091	0.0639	0.3477	-0.10	-0.20	N/A
AMOT	ENST00000304758.1	angiomotin 	515	1	1	0	0	0	hsa-miR-1185-5p	0.0257	0.1730	0.8262	-0.10	-0.10	N/A
GPBP1	ENST00000424459.3	GC-rich promoter binding protein 1 	732	1	0	0	1	1	hsa-miR-1185-5p	0.0059	0.0429	0.2747	-0.10	-0.25	N/A
PDPN	ENST00000294489.6	podoplanin 	264	1	0	1	0	0	hsa-miR-1185-5p	0.0069	0.0477	0.2426	-0.10	-0.19	N/A
IRAK4	ENST00000431837.1	interleukin-1 receptor-associated kinase 4 	223	1	0	0	1	0	hsa-miR-1185-5p	0.0061	0.0438	0.2578	-0.10	-0.10	N/A
GOLGA8I	ENST00000450802.3	golgin A8 family, member I 	5	1	0	0	1	0	hsa-miR-1185-5p	0.0073	0.0527	0.3285	-0.10	-0.10	N/A
TRPM6	ENST00000360774.1	transient receptor potential cation channel, subfamily M, member 6 	21	1	0	0	1	0	hsa-miR-1185-5p	0.0113	0.0825	0.5483	-0.10	-0.10	N/A
PHACTR1	ENST00000379350.1	phosphatase and actin regulator 1 	5	1	0	0	1	1	hsa-miR-1185-5p	0.0094	0.0682	0.4356	-0.10	-0.10	N/A
PTPN14	ENST00000366956.5	protein tyrosine phosphatase, non-receptor type 14 	301	1	0	0	1	2	hsa-miR-1185-5p	0.0203	0.1443	0.8511	-0.10	-0.11	N/A
ITGB3	ENST00000559488.1	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61) 	176	1	0	1	0	1	hsa-miR-1185-5p	0.0257	0.1785	0.9596	-0.10	-0.10	N/A
NUCB1	ENST00000405315.4	nucleobindin 1 	851	2	0	0	2	0	hsa-miR-1185-5p	0.0019	0.0142	0.0985	-0.10	-0.11	N/A
DDHD2	ENST00000397166.2	DDHD domain containing 2 	961	1	0	1	0	0	hsa-miR-1185-5p	0.0162	0.1082	0.4879	-0.10	-0.12	N/A
RER1	ENST00000378512.1	RER1 retention in endoplasmic reticulum 1 homolog (S. cerevisiae) 	2954	1	0	0	1	0	hsa-miR-1185-5p	0.0077	0.0537	0.2878	-0.10	-0.19	N/A
