Target gene	Representative transcript	Gene name	3P-seq tags + 5	Total sites	8mer sites	7mer-m8 sites	7mer-A1 sites	6mer sites	Representative miRNA	Predicted occupancy (low miRNA)	Predicted occupancy (high miRNA)	Predicted occupancy (transfected miRNA)	Cumulative weighted context++ score	Total context++ score	Aggregate PCT
CRLF3	ENST00000324238.6	cytokine receptor-like factor 3 	5	1	0	1	0	0	hsa-miR-1273h-5p				-0.13	-0.13	N/A
TESC	ENST00000335209.7	tescalcin 	22	1	0	0	1	0	hsa-miR-1273h-5p				-0.13	-0.24	N/A
SH3D21	ENST00000453908.2	SH3 domain containing 21 	11	1	0	1	0	1	hsa-miR-6780a-5p				-0.13	-0.31	N/A
FER	ENST00000281092.4	fer (fps/fes related) tyrosine kinase 	665	4	0	3	1	1	hsa-miR-30b-3p				-0.13	-0.13	N/A
AP5S1	ENST00000379573.2	adaptor-related protein complex 5, sigma 1 subunit 	492	4	3	1	0	0	hsa-miR-6779-5p				-0.13	-1.05	N/A
VPS18	ENST00000220509.5	vacuolar protein sorting 18 homolog (S. cerevisiae) 	295	2	1	1	0	4	hsa-miR-1273h-5p				-0.13	-0.40	N/A
CASP16	ENST00000428155.1	caspase 16, apoptosis-related cysteine peptidase (putative) 	51	2	0	0	2	2	hsa-miR-1273h-5p				-0.13	-0.16	N/A
EML6	ENST00000356458.6	echinoderm microtubule associated protein like 6 	39	1	0	1	0	1	hsa-miR-6780a-5p				-0.13	-0.13	N/A
NEURL1B	ENST00000369800.5	neuralized homolog 1B (Drosophila) 	5	1	0	1	0	2	hsa-miR-3689b-3p				-0.13	-0.13	N/A
ZNF562	ENST00000293648.4	zinc finger protein 562 	130	2	1	0	1	2	hsa-miR-1273h-5p				-0.13	-0.15	N/A
RNF222	ENST00000344001.3	ring finger protein 222 	5	1	0	1	0	0	hsa-miR-1273h-5p				-0.13	-0.13	N/A
PLXNA3	ENST00000369682.3	plexin A3 	2992	7	4	3	0	1	hsa-miR-6780a-5p				-0.13	-0.32	N/A
VWC2	ENST00000340652.4	von Willebrand factor C domain containing 2 	5	1	0	0	1	2	hsa-miR-6779-5p				-0.13	-0.13	N/A
ZCCHC2	ENST00000269499.5	zinc finger, CCHC domain containing 2 	13	1	0	0	1	0	hsa-miR-3689a-3p				-0.13	-0.13	N/A
TMBIM1	ENST00000258412.3	transmembrane BAX inhibitor motif containing 1 	2201	1	0	1	0	0	hsa-miR-3689a-3p				-0.13	-0.13	N/A
PRKCB	ENST00000303531.7	protein kinase C, beta 	81	2	0	1	1	1	hsa-miR-3689a-3p				-0.13	-0.13	N/A
TATDN3	ENST00000526997.1	TatD DNase domain containing 3 	282	2	2	0	0	1	hsa-miR-1273h-5p				-0.13	-0.51	N/A
MBNL3	ENST00000370839.3	muscleblind-like splicing regulator 3 	593	2	0	1	1	1	hsa-miR-6779-5p				-0.13	-0.16	N/A
NREP	ENST00000379671.3	neuronal regeneration related protein 	409	1	0	0	1	1	hsa-miR-1273h-5p				-0.13	-0.15	N/A
NDUFA5	ENST00000471770.1	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 5 	28	1	0	1	0	2	hsa-miR-6780a-5p				-0.13	-0.27	N/A
SLU7	ENST00000297151.4	SLU7 splicing factor homolog (S. cerevisiae) 	320	2	1	1	0	0	hsa-miR-1273h-5p				-0.13	-0.28	N/A
EXOC8	ENST00000360394.2	exocyst complex component 8 	129	4	2	2	0	0	hsa-miR-6779-5p				-0.13	-0.18	N/A
SLC1A7	ENST00000371494.4	solute carrier family 1 (glutamate transporter), member 7 	11	1	0	1	0	0	hsa-miR-1273h-5p				-0.13	-0.13	N/A
RSPH3	ENST00000367069.2	radial spoke 3 homolog (Chlamydomonas) 	59	2	1	1	0	0	hsa-miR-1273h-5p				-0.13	-0.13	N/A
MEN1	ENST00000377316.2	multiple endocrine neoplasia I 	8	2	0	2	0	1	hsa-miR-6780a-5p				-0.13	-0.13	N/A
QSOX1	ENST00000367602.3	quiescin Q6 sulfhydryl oxidase 1 	9246	4*	0	2	1	4	hsa-miR-6779-5p				-0.13	-0.34	N/A
PNPLA6	ENST00000221249.6	patatin-like phospholipase domain containing 6 	429	2*	0	1	0	0	hsa-miR-6779-5p				-0.13	-0.13	N/A
CDKN1B	ENST00000228872.4	cyclin-dependent kinase inhibitor 1B (p27, Kip1) 	587	1	0	0	1	0	hsa-miR-3689a-3p				-0.13	-0.13	N/A
SLC11A1	ENST00000233202.6	solute carrier family 11 (proton-coupled divalent metal ion transporter), member 1 	33	1	0	0	1	2	hsa-miR-30b-3p				-0.13	-0.13	N/A
ZNF598	ENST00000563630.1	zinc finger protein 598 	22	1	1	0	0	0	hsa-miR-3689a-3p				-0.13	-0.13	N/A
ZNF469	ENST00000437464.1	zinc finger protein 469 	139	1	0	1	0	0	hsa-miR-6780a-5p				-0.13	-0.13	N/A
PAIP2B	ENST00000244221.8	poly(A) binding protein interacting protein 2B 	42	3	2	1	0	2	hsa-miR-30b-3p				-0.13	-0.76	N/A
EIF2AK2	ENST00000233057.4	eukaryotic translation initiation factor 2-alpha kinase 2 	292	4	2	2	0	2	hsa-miR-6779-5p				-0.13	-0.21	N/A
CNTLN	ENST00000380641.4	centlein, centrosomal protein 	42	1	0	1	0	1	hsa-miR-6780a-5p				-0.13	-0.22	N/A
SKIL	ENST00000458537.3	SKI-like oncogene 	210	1	0	0	1	1	hsa-miR-30b-3p				-0.13	-0.16	N/A
TMEM127	ENST00000258439.3	transmembrane protein 127 	296	1	1	0	0	2	hsa-miR-6779-5p				-0.13	-0.21	N/A
STAT5A	ENST00000345506.4	signal transducer and activator of transcription 5A 	221	1	0	0	1	0	hsa-miR-1273h-5p				-0.13	-0.13	N/A
SEC24D	ENST00000429811.2	SEC24 family, member D (S. cerevisiae) 	50	1	0	0	1	0	hsa-miR-1273h-5p				-0.13	-0.13	N/A
TAF1D	ENST00000448108.2	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa 	132	1	1	0	0	0	hsa-miR-1273h-5p				-0.13	-0.14	N/A
MUC6	ENST00000421673.2	mucin 6, oligomeric mucus/gel-forming 	5	2	0	2	0	1	hsa-miR-6780a-5p				-0.13	-0.13	N/A
IRF5	ENST00000402030.2	interferon regulatory factor 5 	7	1	0	0	1	1	hsa-miR-1273h-5p				-0.13	-0.13	N/A
SELM	ENST00000402395.1	Selenoprotein M  	1505	1	0	0	1	0	hsa-miR-6780a-5p				-0.13	-0.13	N/A
SLC12A7	ENST00000264930.5	solute carrier family 12 (potassium/chloride transporter), member 7 	149	1	0	0	1	0	hsa-miR-30b-3p				-0.13	-0.13	N/A
KDM3B	ENST00000314358.5	lysine (K)-specific demethylase 3B 	1589	1	0	1	0	0	hsa-miR-6780a-5p				-0.13	-0.13	N/A
CXorf36	ENST00000398000.2	chromosome X open reading frame 36 	5	1	0	1	0	3	hsa-miR-1273h-5p				-0.13	-0.13	N/A
ZNF462	ENST00000277225.5	zinc finger protein 462 	214	1	1	0	0	0	hsa-miR-3689b-3p				-0.13	-0.15	N/A
ZNF791	ENST00000446165.1	zinc finger protein 791 	242	1	1	0	0	0	hsa-miR-1273h-5p				-0.13	-0.31	N/A
ZNF583	ENST00000333201.9	zinc finger protein 583 	24	1	1	0	0	0	hsa-miR-1273h-5p				-0.13	-0.15	N/A
MTMR12	ENST00000280285.5	myotubularin related protein 12 	156	1	1	0	0	0	hsa-miR-6779-5p				-0.13	-0.21	N/A
CLCC1	ENST00000356970.2	chloride channel CLIC-like 1 	849	11	6	5	0	1	hsa-miR-1273h-5p				-0.13	-0.86	N/A
CPM	ENST00000551568.1	carboxypeptidase M 	125	2	1	1	0	2	hsa-miR-6780a-5p				-0.13	-0.39	N/A
MED28	ENST00000237380.7	mediator complex subunit 28 	1483	10	5	4	1	1	hsa-miR-6780a-5p				-0.13	-1.39	N/A
MICALL1	ENST00000215957.6	MICAL-like 1 	374	2	1	1	0	1	hsa-miR-6780a-5p				-0.13	-0.24	N/A
RNF24	ENST00000336095.6	ring finger protein 24 	448	6	2	3	1	1	hsa-miR-3689a-3p				-0.13	-0.74	N/A
SFT2D2	ENST00000271375.4	SFT2 domain containing 2 	97	5	3	1	1	5	hsa-miR-1273h-5p				-0.13	-0.70	N/A
CASR	ENST00000498619.1	calcium-sensing receptor 	5	1	0	1	0	1	hsa-miR-6780a-5p				-0.13	-0.13	N/A
PRR18	ENST00000322583.3	proline rich 18 	15	1	0	0	1	0	hsa-miR-3689a-3p				-0.13	-0.13	N/A
SPTLC3	ENST00000399002.2	serine palmitoyltransferase, long chain base subunit 3 	24	3	1	1	1	1	hsa-miR-3689a-3p				-0.13	-0.18	N/A
DPYSL2	ENST00000311151.5	dihydropyrimidinase-like 2 	3087	1	0	1	0	0	hsa-miR-3689a-3p				-0.13	-0.13	N/A
MYO3B	ENST00000334231.6	myosin IIIB 	5	1	0	1	0	2	hsa-miR-6780a-5p				-0.13	-0.13	N/A
ZNF677	ENST00000599012.1	zinc finger protein 677 	51	1	0	0	1	0	hsa-miR-6779-5p				-0.13	-0.13	N/A
CSRP1	ENST00000367306.1	cysteine and glycine-rich protein 1 	15542	1	0	1	0	1	hsa-miR-6780a-5p				-0.13	-0.13	N/A
DFNB31	ENST00000265134.6	deafness, autosomal recessive 31 	35	1	0	1	0	0	hsa-miR-6780a-5p				-0.13	-0.13	N/A
TGOLN2	ENST00000377386.3	trans-golgi network protein 2 	1914	1	1	0	0	1	hsa-miR-1273h-5p				-0.13	-0.14	N/A
SLC4A8	ENST00000453097.2	solute carrier family 4, sodium bicarbonate cotransporter, member 8 	17	5	3	2	0	1	hsa-miR-3689b-3p				-0.13	-0.18	N/A
SLC23A3	ENST00000396775.3	solute carrier family 23, member 3 	9	1	0	0	1	1	hsa-miR-6780a-5p				-0.13	-0.13	N/A
RPF2	ENST00000441448.2	ribosome production factor 2 homolog (S. cerevisiae) 	869	3	0	2	1	0	hsa-miR-6779-5p				-0.13	-0.40	N/A
UBFD1	ENST00000395878.3	ubiquitin family domain containing 1 	6826	1	0	0	1	1	hsa-miR-1273h-5p				-0.13	-0.13	N/A
TRABD2A	ENST00000409133.1	TraB domain containing 2A 	94	1	0	1	0	0	hsa-miR-6780a-5p				-0.13	-0.13	N/A
C19orf12	ENST00000592153.1	chromosome 19 open reading frame 12 	242	3	2	1	0	0	hsa-miR-1273h-5p				-0.13	-0.77	N/A
LIMD1	ENST00000273317.4	LIM domains containing 1 	1092	4	1	3	0	3	hsa-miR-6779-5p				-0.13	-0.20	N/A
CALD1	ENST00000361388.2	caldesmon 1 	1013	1	1	0	0	0	hsa-miR-3689b-3p				-0.13	-0.16	N/A
TMEM79	ENST00000295694.5	transmembrane protein 79 	11	1	0	1	0	1	hsa-miR-3689a-3p				-0.13	-0.24	N/A
ACAA2	ENST00000285093.10	acetyl-CoA acyltransferase 2 	189	1	1	0	0	1	hsa-miR-1273h-5p				-0.13	-0.22	N/A
APOOL	ENST00000373173.2	apolipoprotein O-like 	109	4	1	3	0	0	hsa-miR-1273h-5p				-0.13	-0.36	N/A
SYT9	ENST00000318881.6	synaptotagmin IX 	5	1	0	1	0	0	hsa-miR-6780a-5p				-0.13	-0.13	N/A
FABP7	ENST00000356535.4	fatty acid binding protein 7, brain 	5	1	0	1	0	1	hsa-miR-6780a-5p				-0.13	-0.13	N/A
CCDC40	ENST00000397545.4	coiled-coil domain containing 40 	34	1	0	0	1	1	hsa-miR-6779-5p				-0.13	-0.13	N/A
VWA5A	ENST00000456829.2	von Willebrand factor A domain containing 5A 	35	1	0	1	0	1	hsa-miR-6780a-5p				-0.13	-0.14	N/A
MOB1B	ENST00000309395.2	MOB kinase activator 1B 	54	2	2	0	0	0	hsa-miR-6779-5p				-0.13	-0.13	N/A
GRWD1	ENST00000253237.5	glutamate-rich WD repeat containing 1 	2673	5	1	3	1	5	hsa-miR-6780a-5p				-0.13	-0.49	N/A
PLBD2	ENST00000280800.3	phospholipase B domain containing 2 	1144	2	1	1	0	4	hsa-miR-6780a-5p				-0.13	-0.14	N/A
ARHGAP35	ENST00000404338.3	Rho GTPase activating protein 35 	278	2	0	1	1	0	hsa-miR-6780a-5p				-0.12	-0.13	N/A
HAUS7	ENST00000421080.2	HAUS augmin-like complex, subunit 7 	571	1	0	0	1	0	hsa-miR-1273h-5p				-0.12	-0.12	N/A
RDH16	ENST00000398138.3	retinol dehydrogenase 16 (all-trans) 	13	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
MAK16	ENST00000360128.6	MAK16 homolog (S. cerevisiae) 	97	1	0	0	1	0	hsa-miR-1273h-5p				-0.12	-0.17	N/A
CDH4	ENST00000360469.5	cadherin 4, type 1, R-cadherin (retinal) 	33	2	0	2	0	3	hsa-miR-6780a-5p				-0.12	-0.12	N/A
GPX8	ENST00000296734.6	glutathione peroxidase 8 (putative) 	2107	2	0	0	2	1	hsa-miR-1273h-5p				-0.12	-0.26	N/A
FLT4	ENST00000393347.3	fms-related tyrosine kinase 4 	52	1	0	1	0	0	hsa-miR-3689b-3p				-0.12	-0.12	N/A
TEKT1	ENST00000338694.2	tektin 1 	5	1	0	1	0	0	hsa-miR-1273h-5p				-0.12	-0.12	N/A
GNA11	ENST00000078429.4	guanine nucleotide binding protein (G protein), alpha 11 (Gq class) 	1513	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
ATXN3	ENST00000545170.1	ataxin 3 	115	3	3	0	0	1	hsa-miR-1273h-5p				-0.12	-0.19	N/A
TRAK2	ENST00000332624.3	trafficking protein, kinesin binding 2 	353	1	1	0	0	0	hsa-miR-3689b-3p				-0.12	-0.23	N/A
GNB4	ENST00000232564.3	guanine nucleotide binding protein (G protein), beta polypeptide 4 	343	3	2	0	1	0	hsa-miR-1273h-5p				-0.12	-0.39	N/A
COMMD3-BMI1	ENST00000602390.1	COMMD3-BMI1 readthrough 	195	1	0	0	1	0	hsa-miR-6780a-5p				-0.12	-0.13	N/A
STIM1	ENST00000527651.1	stromal interaction molecule 1 	1672	1	0	1	0	2	hsa-miR-6780a-5p				-0.12	-0.12	N/A
TIMM8A	ENST00000372902.3	translocase of inner mitochondrial membrane 8 homolog A (yeast) 	147	2	2	0	0	1	hsa-miR-1273h-5p				-0.12	-0.44	N/A
INPP5B	ENST00000373027.1	inositol polyphosphate-5-phosphatase, 75kDa 	12	1	1	0	0	0	hsa-miR-1273h-5p				-0.12	-0.16	N/A
FMN1	ENST00000334528.9	formin 1 	25	2	1	1	0	1	hsa-miR-1273h-5p				-0.12	-0.26	N/A
RCAN3	ENST00000374395.4	RCAN family member 3 	395	2	2	0	0	1	hsa-miR-1273h-5p				-0.12	-0.17	N/A
TAL1	ENST00000371884.2	T-cell acute lymphocytic leukemia 1 	5	1	1	0	0	0	hsa-miR-1273h-5p				-0.12	-0.12	N/A
GFI1B	ENST00000450530.1	growth factor independent 1B transcription repressor 	5	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
TRIM41	ENST00000315073.5	tripartite motif containing 41 	494	1	0	1	0	2	hsa-miR-6779-5p				-0.12	-0.12	N/A
PRODH	ENST00000420436.1	proline dehydrogenase (oxidase) 1 	5	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
ZNF185	ENST00000535861.1	zinc finger protein 185 (LIM domain) 	106	1	1	0	0	0	hsa-miR-1273h-5p				-0.12	-0.12	N/A
EPB41	ENST00000373798.1	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) 	53	3	2	0	1	2	hsa-miR-1273h-5p				-0.12	-0.12	N/A
TRIM39	ENST00000396551.3	tripartite motif containing 39 	840	1	0	0	1	0	hsa-miR-1273h-5p				-0.12	-0.12	N/A
STYX	ENST00000354586.4	serine/threonine/tyrosine interacting protein 	250	2	2	0	0	0	hsa-miR-1273h-5p				-0.12	-0.32	N/A
ZNF492	ENST00000456783.2	zinc finger protein 492 	5	1	1	0	0	0	hsa-miR-1273h-5p				-0.12	-0.12	N/A
UBQLN1	ENST00000376395.4	ubiquilin 1 	471	1	0	0	1	2	hsa-miR-1273h-5p				-0.12	-0.16	N/A
RAD52	ENST00000358495.3	RAD52 homolog (S. cerevisiae) 	86	1	1	0	0	2	hsa-miR-6779-5p				-0.12	-0.20	N/A
VOPP1	ENST00000285279.5	vesicular, overexpressed in cancer, prosurvival protein 1 	82	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
AC008443.1	ENST00000599439.1	CDNA: FLJ23158 fis, clone LNG09623; Uncharacterized protein  	109	1	0	1	0	0	hsa-miR-1273h-5p				-0.12	-0.12	N/A
CHD8	ENST00000430710.3	chromodomain helicase DNA binding protein 8 	191	1	0	0	1	0	hsa-miR-6779-5p				-0.12	-0.12	N/A
RPA3	ENST00000223129.4	replication protein A3, 14kDa 	1363	2	1	0	1	0	hsa-miR-1273h-5p				-0.12	-0.45	N/A
KRTAP5-6	ENST00000382160.1	keratin associated protein 5-6 	10	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.25	N/A
EMX1	ENST00000258106.6	empty spiracles homeobox 1 	35	2	0	2	0	3	hsa-miR-6780a-5p				-0.12	-0.26	N/A
SPEM1	ENST00000323675.3	spermatid maturation 1 	7	3	1	2	0	1	hsa-miR-6779-5p				-0.12	-0.44	N/A
PRSS21	ENST00000455114.1	protease, serine, 21 (testisin) 	578	5	2	3	0	0	hsa-miR-6779-5p				-0.12	-0.69	N/A
RPL12	ENST00000361436.5	ribosomal protein L12 	30	1	1	0	0	0	hsa-miR-1273h-5p				-0.12	-0.23	N/A
ITGBL1	ENST00000545560.2	integrin, beta-like 1 (with EGF-like repeat domains) 	106	1	0	1	0	1	hsa-miR-3689b-3p				-0.12	-0.14	N/A
CD79B	ENST00000392795.3	CD79b molecule, immunoglobulin-associated beta 	5	1	0	1	0	1	hsa-miR-1273h-5p				-0.12	-0.12	N/A
GJB3	ENST00000373362.3	gap junction protein, beta 3, 31kDa 	18	1	0	0	1	2	hsa-miR-1273h-5p				-0.12	-0.12	N/A
C6orf222	ENST00000437635.2	chromosome 6 open reading frame 222 	5	1	0	1	0	1	hsa-miR-6780a-5p				-0.12	-0.12	N/A
PLVAP	ENST00000252590.4	plasmalemma vesicle associated protein 	5	1	0	1	0	1	hsa-miR-1273h-5p				-0.12	-0.12	N/A
C15orf52	ENST00000397536.2	chromosome 15 open reading frame 52 	14	2	0	1	1	1	hsa-miR-30b-3p				-0.12	-0.12	N/A
SMPD3	ENST00000219334.5	sphingomyelin phosphodiesterase 3, neutral membrane (neutral sphingomyelinase II) 	9	3	0	3	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
TIRAP	ENST00000392679.1	toll-interleukin 1 receptor (TIR) domain containing adaptor protein 	82	4	2	1	1	1	hsa-miR-1273h-5p				-0.12	-0.45	N/A
ST8SIA3	ENST00000324000.3	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3 	5	3	1	1	1	5	hsa-miR-1273h-5p				-0.12	-0.12	N/A
BLOC1S2	ENST00000441611.1	biogenesis of lysosomal organelles complex-1, subunit 2 	83	1	1	0	0	0	hsa-miR-6779-5p				-0.12	-0.32	N/A
DRD2	ENST00000355319.2	dopamine receptor D2 	5	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
LCP2	ENST00000046794.5	lymphocyte cytosolic protein 2 (SH2 domain containing leukocyte protein of 76kDa) 	5	1	0	0	1	1	hsa-miR-6779-5p				-0.12	-0.12	N/A
PLEKHA6	ENST00000272203.3	pleckstrin homology domain containing, family A member 6 	45	3	0	2	1	3	hsa-miR-6780a-5p				-0.12	-0.14	N/A
PUM2	ENST00000338086.5	pumilio RNA-binding family member 2 	1047	1	0	0	1	0	hsa-miR-1273h-5p				-0.12	-0.13	N/A
ZNRF3	ENST00000544604.2	zinc and ring finger 3 	179	3	2	0	1	0	hsa-miR-30b-3p				-0.12	-0.15	N/A
TAF4	ENST00000252996.4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa 	61	1	0	1	0	0	hsa-miR-1273h-5p				-0.12	-0.13	N/A
ZC3H12D	ENST00000416573.2	zinc finger CCCH-type containing 12D 	13	1	1	0	0	0	hsa-miR-1273h-5p				-0.12	-0.20	N/A
TMC6	ENST00000590602.1	transmembrane channel-like 6 	11	3	0	3	0	1	hsa-miR-6780a-5p				-0.12	-0.19	N/A
HSPA4	ENST00000304858.2	heat shock 70kDa protein 4 	1869	1	0	0	1	1	hsa-miR-6779-5p				-0.12	-0.14	N/A
KLF17	ENST00000372299.3	Kruppel-like factor 17 	11	2	1	0	1	0	hsa-miR-1273h-5p				-0.12	-0.23	N/A
AIM1	ENST00000369066.3	absent in melanoma 1 	35	3	2	1	0	0	hsa-miR-6779-5p				-0.12	-0.12	N/A
RPL32	ENST00000429711.2	ribosomal protein L32 	2274	4*	1	1	1	1	hsa-miR-1273h-5p				-0.12	-0.71	N/A
THBS3	ENST00000368378.3	thrombospondin 3 	171	1	0	0	1	0	hsa-miR-6779-5p				-0.12	-0.12	N/A
DPH1	ENST00000263083.6	diphthamide biosynthesis 1 	2807	1	0	1	0	0	hsa-miR-30b-3p				-0.12	-0.12	N/A
ATF2	ENST00000487334.2	activating transcription factor 2 	123	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
MEOX1	ENST00000329168.3	mesenchyme homeobox 1 	5	1	0	0	1	1	hsa-miR-1273h-5p				-0.12	-0.12	N/A
INHBA	ENST00000242208.4	inhibin, beta A 	1260	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.13	N/A
ADIRF	ENST00000372013.3	adipogenesis regulatory factor 	24	1	1	0	0	1	hsa-miR-1273h-5p				-0.12	-0.71	N/A
BLOC1S5	ENST00000397457.2	biogenesis of lysosomal organelles complex-1, subunit 5, muted 	187	1	1	0	0	0	hsa-miR-6779-5p				-0.12	-0.21	N/A
C7orf43	ENST00000394035.2	chromosome 7 open reading frame 43 	5436	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
C11orf87	ENST00000327419.6	chromosome 11 open reading frame 87 	5	1	0	0	1	0	hsa-miR-30b-3p				-0.12	-0.12	N/A
KCNE3	ENST00000310128.4	potassium voltage-gated channel, Isk-related family, member 3 	16	1	0	0	1	0	hsa-miR-6779-5p				-0.12	-0.12	N/A
SERPINB1	ENST00000380739.5	serpin peptidase inhibitor, clade B (ovalbumin), member 1 	660	1	1	0	0	1	hsa-miR-3689a-3p				-0.12	-0.26	N/A
GEMIN6	ENST00000409011.1	gem (nuclear organelle) associated protein 6 	257	6	4	2	0	2	hsa-miR-6779-5p				-0.12	-1.36	N/A
ZDHHC20	ENST00000320220.9	zinc finger, DHHC-type containing 20 	1486	1	1	0	0	1	hsa-miR-1273h-5p				-0.12	-0.12	N/A
HOOK3	ENST00000307602.4	hook microtubule-tethering protein 3 	403	7	4	2	1	1	hsa-miR-1273h-5p				-0.12	-0.29	N/A
ZBTB34	ENST00000319119.4	zinc finger and BTB domain containing 34 	726	1	1	0	0	1	hsa-miR-1273h-5p				-0.12	-0.12	N/A
C21orf91	ENST00000400558.3	chromosome 21 open reading frame 91 	998	1	0	0	1	1	hsa-miR-3689a-3p				-0.12	-0.14	N/A
RLIM	ENST00000332687.6	ring finger protein, LIM domain interacting 	662	3	0	1	2	2	hsa-miR-1273h-5p				-0.12	-0.14	N/A
NKAP	ENST00000371410.3	NFKB activating protein 	422	5	3	1	1	1	hsa-miR-1273h-5p				-0.12	-0.23	N/A
PRKAR2A	ENST00000265563.8	protein kinase, cAMP-dependent, regulatory, type II, alpha 	583	2	0	1	1	0	hsa-miR-6779-5p				-0.12	-0.12	N/A
TTLL7	ENST00000260505.8	tubulin tyrosine ligase-like family, member 7 	93	1	0	0	1	0	hsa-miR-30b-3p				-0.12	-0.13	N/A
CTD-2368P22.1	ENST00000550135.1	HCG1811579; Uncharacterized protein  	25	3	0	3	0	0	hsa-miR-6779-5p				-0.12	-0.12	N/A
SLC9A4	ENST00000295269.4	solute carrier family 9, subfamily A (NHE4, cation proton antiporter 4), member 4 	5	1	0	0	1	0	hsa-miR-1273h-5p				-0.12	-0.12	N/A
PFKFB3	ENST00000536985.1	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 	29	2	0	2	0	1	hsa-miR-6780a-5p				-0.12	-0.12	N/A
SLC7A14	ENST00000231706.5	solute carrier family 7, member 14 	5	2	1	0	1	0	hsa-miR-3689a-3p				-0.12	-0.12	N/A
TMEM213	ENST00000442682.2	transmembrane protein 213 	5	1	0	0	1	1	hsa-miR-1273h-5p				-0.12	-0.12	N/A
ZNF471	ENST00000591537.1	zinc finger protein 471 	30	2	0	2	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
CLLU1	ENST00000378485.1	chronic lymphocytic leukemia up-regulated 1 	5	1	0	0	1	3	hsa-miR-1273h-5p				-0.12	-0.12	N/A
SHOX2	ENST00000490689.2	short stature homeobox 2 	66	1	0	1	0	1	hsa-miR-6780a-5p				-0.12	-0.18	N/A
FAF1	ENST00000396153.2	Fas (TNFRSF6) associated factor 1 	428	3	1	1	1	0	hsa-miR-3689a-3p				-0.12	-0.36	N/A
ZER1	ENST00000291900.2	zyg-11 related, cell cycle regulator 	336	3	0	2	1	2	hsa-miR-1273h-5p				-0.12	-0.21	N/A
EGR3	ENST00000519492.1	early growth response 3 	21	1	0	1	0	1	hsa-miR-6779-5p				-0.12	-0.16	N/A
JOSD1	ENST00000216039.5	Josephin domain containing 1 	24	1	1	0	0	0	hsa-miR-1273h-5p				-0.12	-0.22	N/A
DDX6	ENST00000264018.4	DEAD (Asp-Glu-Ala-Asp) box helicase 6 	11	3	1	0	2	1	hsa-miR-30b-3p				-0.12	-0.32	N/A
PODNL1	ENST00000538517.2	podocan-like 1 	9	3	0	1	2	0	hsa-miR-6779-5p				-0.12	-0.23	N/A
CPS1	ENST00000430249.2	carbamoyl-phosphate synthase 1, mitochondrial 	11682	1	0	0	1	0	hsa-miR-1273h-5p				-0.12	-0.12	N/A
EPSTI1	ENST00000313624.7	epithelial stromal interaction 1 (breast) 	11	1	0	0	1	0	hsa-miR-6779-5p				-0.12	-0.12	N/A
MARCH8	ENST00000453424.2	membrane-associated ring finger (C3HC4) 8, E3 ubiquitin protein ligase 	48	1	0	1	0	2	hsa-miR-6780a-5p				-0.12	-0.12	N/A
C12orf36	ENST00000318426.2	chromosome 12 open reading frame 36 	5	1	0	0	1	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
NRP2	ENST00000360409.3	neuropilin 2 	146	1	0	1	0	0	hsa-miR-6780a-5p				-0.12	-0.12	N/A
MRC1	ENST00000239761.3	mannose receptor, C type 1 	5	1	0	0	1	0	hsa-miR-3689a-3p				-0.12	-0.12	N/A
MRC1L1	ENST00000331429.2	cDNA FLJ56855, highly similar to Macrophage mannose receptor 1  	5	1	0	0	1	0	hsa-miR-3689a-3p				-0.12	-0.12	N/A
SUFU	ENST00000369902.3	suppressor of fused homolog (Drosophila) 	247	3	0	3	0	2	hsa-miR-6780a-5p				-0.12	-0.21	N/A
POU2F1	ENST00000367866.2	POU class 2 homeobox 1 	83	2	2	0	0	4	hsa-miR-3689b-3p				-0.12	-0.13	N/A
SMAD3	ENST00000327367.4	SMAD family member 3 	1140	1	1	0	0	2	hsa-miR-30b-3p				-0.12	-0.16	N/A
SALL3	ENST00000575389.2	sal-like 3 (Drosophila) 	64	2	0	0	2	0	hsa-miR-3689a-3p				-0.12	-0.15	N/A
NEDD9	ENST00000379446.5	neural precursor cell expressed, developmentally down-regulated 9 	1164	1	0	0	1	0	hsa-miR-1273h-5p				-0.12	-0.13	N/A
